SK_ID_PREV,SK_ID_CURR,NAME_CONTRACT_TYPE,AMT_ANNUITY,AMT_APPLICATION,AMT_CREDIT,AMT_DOWN_PAYMENT,AMT_GOODS_PRICE,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,FLAG_LAST_APPL_PER_CONTRACT,NFLAG_LAST_APPL_IN_DAY,RATE_DOWN_PAYMENT,RATE_INTEREST_PRIMARY,RATE_INTEREST_PRIVILEGED,NAME_CASH_LOAN_PURPOSE,NAME_CONTRACT_STATUS,DAYS_DECISION,NAME_PAYMENT_TYPE,CODE_REJECT_REASON,NAME_TYPE_SUITE,NAME_CLIENT_TYPE,NAME_GOODS_CATEGORY,NAME_PORTFOLIO,NAME_PRODUCT_TYPE,CHANNEL_TYPE,SELLERPLACE_AREA,NAME_SELLER_INDUSTRY,CNT_PAYMENT,NAME_YIELD_GROUP,PRODUCT_COMBINATION,DAYS_FIRST_DRAWING,DAYS_FIRST_DUE,DAYS_LAST_DUE_1ST_VERSION,DAYS_LAST_DUE,DAYS_TERMINATION,NFLAG_INSURED_ON_APPROVAL
1271192,100025,Consumer loans,7159.545,58455.0,36810.0,23382.0,58455.0,SATURDAY,17,Y,1,0.4230649195302306,,,XAP,Approved,-2060,XNA,XAP,"Spouse, partner",New,Consumer Electronics,POS,XNA,Country-wide,911,Consumer electronics,6.0,high,POS household without interest,365243.0,-2029.0,-1879.0,-1879.0,-1870.0,0.0
1252218,100026,Consumer loans,23608.485,132345.0,132345.0,0.0,132345.0,FRIDAY,12,Y,1,0.0,,,XAP,Approved,-1427,Cash through the bank,XAP,"Spouse, partner",New,Computers,POS,XNA,Country-wide,200,Consumer electronics,6.0,low_normal,POS household without interest,365243.0,-1396.0,-1246.0,-1246.0,-1243.0,0.0
1701107,100026,Cash loans,,0.0,0.0,,,SATURDAY,6,Y,1,,,,XNA,Canceled,-152,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1772508,100026,Cash loans,42778.845,675000.0,744498.0,,675000.0,FRIDAY,7,Y,1,,,,XNA,Approved,-468,Cash through the bank,XAP,,Refreshed,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,36.0,high,Cash X-Sell: high,365243.0,-438.0,612.0,-408.0,-377.0,1.0
2447872,100027,Consumer loans,28077.57,226984.5,239467.5,0.0,226984.5,MONDAY,16,Y,1,0.0,,,XAP,Approved,-795,Cash through the bank,XAP,Family,New,Computers,POS,XNA,Country-wide,2200,Consumer electronics,10.0,middle,POS household with interest,365243.0,-764.0,-494.0,-494.0,-488.0,0.0
2266434,100027,Cash loans,,0.0,0.0,,,SATURDAY,14,Y,1,,,,XNA,Canceled,-181,XNA,XAP,,Repeater,XNA,XNA,XNA,AP+ (Cash loan),5,XNA,,XNA,Cash,,,,,,
2531618,100027,Cash loans,22556.475,225000.0,239850.0,,225000.0,SATURDAY,14,Y,1,,,,XNA,Refused,-181,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,AP+ (Cash loan),5,XNA,12.0,low_normal,Cash X-Sell: low,,,,,,
1811514,100027,Cash loans,21569.22,202500.0,215865.0,,202500.0,WEDNESDAY,13,Y,1,,,,XNA,Approved,-471,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Country-wide,19,Connectivity,12.0,middle,Cash X-Sell: middle,365243.0,-441.0,-111.0,-111.0,-103.0,1.0
1371941,100028,Consumer loans,,49315.5,49315.5,0.0,49315.5,SATURDAY,11,Y,1,0.0,,,XAP,Unused offer,-998,Cash through the bank,CLIENT,,Repeater,Mobile,XNA,XNA,Country-wide,50,Connectivity,,XNA,POS mobile with interest,,,,,,
1914954,100028,Revolving loans,11250.0,0.0,225000.0,,,THURSDAY,9,Y,1,,,,XAP,Approved,-1490,XNA,XAP,,Repeater,XNA,Cards,x-sell,Contact center,-1,XNA,0.0,XNA,Card X-Sell,-1323.0,-1274.0,365243.0,365243.0,365243.0,0.0
2337333,100028,Cash loans,,0.0,0.0,,,THURSDAY,10,Y,1,,,,XNA,Canceled,-531,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2056192,100028,Consumer loans,6996.735,65956.5,59521.5,11250.0,65956.5,THURSDAY,11,Y,1,0.17312438944027922,,,XAP,Approved,-797,Cash through the bank,XAP,,Repeater,Consumer Electronics,POS,XNA,Country-wide,3500,Consumer electronics,10.0,middle,POS household with interest,365243.0,-766.0,-496.0,-646.0,-614.0,0.0
2829726,100028,Consumer loans,6028.02,130765.5,130765.5,0.0,130765.5,THURSDAY,13,Y,1,0.0,,,XAP,Approved,-1805,Cash through the bank,XAP,"Spouse, partner",New,Computers,POS,XNA,Country-wide,3500,Consumer electronics,24.0,low_action,POS household without interest,365243.0,-1773.0,-1083.0,-1083.0,-1081.0,0.0
2662898,100029,Consumer loans,22891.68,126000.0,126000.0,0.0,126000.0,SATURDAY,18,Y,1,0.0,,,XAP,Approved,-324,Cash through the bank,XAP,Family,New,Clothing and Accessories,POS,XNA,Stone,18,Clothing,6.0,middle,POS industry with interest,365243.0,-293.0,-143.0,-203.0,-197.0,0.0
2197792,100030,Consumer loans,,33250.5,33250.5,0.0,33250.5,WEDNESDAY,12,Y,1,0.0,,,XAP,Refused,-1788,Cash through the bank,LIMIT,Children,Refreshed,Mobile,XNA,XNA,Country-wide,50,Connectivity,,XNA,POS mobile with interest,,,,,,
1265862,100030,Consumer loans,2826.45,33660.0,30294.0,3366.0,33660.0,SATURDAY,7,Y,1,0.1089090909090909,,,XAP,Refused,-2688,XNA,SCO,Unaccompanied,Repeater,XNA,POS,XNA,Stone,30,Furniture,12.0,low_normal,POS industry with interest,,,,,,
1929809,100030,Consumer loans,3140.46,33660.0,33660.0,0.0,33660.0,FRIDAY,15,Y,1,0.0,,,XAP,Refused,-2689,XNA,SCO,Unaccompanied,Repeater,XNA,POS,XNA,Stone,30,Furniture,12.0,low_normal,POS industry with interest,,,,,,
1883850,100030,Consumer loans,6176.925,33660.0,30294.0,3366.0,33660.0,THURSDAY,10,Y,1,0.1089090909090909,,,XAP,Refused,-2193,XNA,LIMIT,Unaccompanied,Repeater,Furniture,POS,XNA,Stone,30,Furniture,6.0,high,POS industry with interest,,,,,,
2579186,100030,Consumer loans,3140.46,33660.0,33660.0,0.0,33660.0,FRIDAY,15,Y,1,0.0,,,XAP,Refused,-2689,XNA,SCO,Unaccompanied,Repeater,XNA,POS,XNA,Stone,30,Furniture,12.0,low_normal,POS industry with interest,,,,,,
1625550,100030,Consumer loans,,21969.225,21969.225,0.0,21969.225,SATURDAY,13,Y,1,0.0,,,XAP,Refused,-840,Cash through the bank,LIMIT,,Refreshed,Mobile,XNA,XNA,Country-wide,50,Connectivity,,XNA,POS mobile with interest,,,,,,
2179840,100030,Consumer loans,9035.685,47241.0,49734.0,0.0,47241.0,SATURDAY,12,Y,1,0.0,,,XAP,Approved,-378,Cash through the bank,XAP,,Refreshed,Consumer Electronics,POS,XNA,Regional / Local,500,Consumer electronics,6.0,middle,POS household with interest,365243.0,-347.0,-197.0,-227.0,-223.0,0.0
1990599,100030,Consumer loans,,43870.5,43870.5,0.0,43870.5,FRIDAY,15,Y,1,0.0,,,XAP,Refused,-1849,Cash through the bank,LIMIT,Children,Refreshed,Mobile,XNA,XNA,Country-wide,50,Connectivity,,XNA,POS mobile with interest,,,,,,
1583574,100030,Consumer loans,,36720.0,36720.0,0.0,36720.0,FRIDAY,16,Y,1,0.0,,,XAP,Refused,-1849,Cash through the bank,LIMIT,Children,Refreshed,Mobile,XNA,XNA,Country-wide,50,Connectivity,,XNA,POS mobile with interest,,,,,,
1143325,100030,Consumer loans,4373.055,17055.0,15349.5,1705.5,17055.0,SATURDAY,13,Y,1,0.1089090909090909,,,XAP,Approved,-2856,XNA,XAP,,New,Mobile,POS,XNA,Stone,10,Connectivity,4.0,high,POS mobile with interest,365243.0,-2818.0,-2728.0,-2818.0,-2631.0,0.0
1354305,100030,Consumer loans,6014.835,33561.0,27954.0,6714.0,33561.0,SUNDAY,15,Y,1,0.21091947512508247,,,XAP,Refused,-1266,Cash through the bank,LIMIT,Children,Refreshed,Photo / Cinema Equipment,POS,XNA,Country-wide,50,Connectivity,5.0,low_normal,POS mobile without interest,,,,,,
2691769,100030,Consumer loans,3140.46,33660.0,33660.0,0.0,33660.0,SATURDAY,7,Y,1,0.0,,,XAP,Refused,-2688,XNA,SCO,Unaccompanied,Repeater,XNA,POS,XNA,Stone,30,Furniture,12.0,low_normal,POS industry with interest,,,,,,
1514328,100032,Consumer loans,7910.145,69255.0,42255.0,27000.0,69255.0,SUNDAY,10,Y,1,0.4245968456494773,,,XAP,Approved,-1497,Cash through the bank,XAP,"Spouse, partner",New,Audio/Video,POS,XNA,Regional / Local,246,Consumer electronics,6.0,middle,POS household with interest,365243.0,-1466.0,-1316.0,-1316.0,-1300.0,0.0
2037234,100033,Consumer loans,5542.92,53599.5,53329.5,5364.0,53599.5,MONDAY,14,Y,1,0.09953203738682537,,,XAP,Approved,-849,Cash through the bank,XAP,Unaccompanied,New,Mobile,POS,XNA,Country-wide,20,Connectivity,12.0,middle,POS mobile with interest,365243.0,-818.0,-488.0,-488.0,-486.0,0.0
1390369,100034,Cash loans,22430.43,94500.0,109971.0,,94500.0,FRIDAY,11,Y,1,,,,Other,Approved,-599,Cash through the bank,XAP,,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,6.0,high,Cash Street: high,365243.0,-569.0,-419.0,-449.0,-443.0,1.0
1187878,100034,Consumer loans,21281.13,121455.0,115083.0,12145.5,121455.0,MONDAY,19,Y,1,0.10396690707163593,,,XAP,Approved,-288,Cash through the bank,XAP,Unaccompanied,Repeater,Computers,POS,XNA,Regional / Local,126,Consumer electronics,6.0,middle,POS household with interest,365243.0,-257.0,-107.0,-167.0,-163.0,0.0
2500673,100035,Cash loans,37279.665,540000.0,582768.0,,540000.0,WEDNESDAY,15,Y,1,,,,XNA,Approved,-777,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24.0,middle,Cash X-Sell: middle,365243.0,-747.0,-57.0,-627.0,-618.0,1.0
1339797,100035,Cash loans,,0.0,0.0,,,FRIDAY,14,Y,1,,,,XNA,Refused,-138,XNA,HC,,Repeater,XNA,XNA,XNA,Credit and cash offices,0,XNA,,XNA,Cash,,,,,,
1297562,100035,Cash loans,,0.0,0.0,,,MONDAY,13,Y,1,,,,XNA,Refused,-156,XNA,HC,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1670175,100035,Cash loans,22857.75,315000.0,315000.0,,315000.0,THURSDAY,13,Y,1,,,,XNA,Approved,-1427,Cash through the bank,XAP,Children,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,18.0,middle,Cash X-Sell: middle,365243.0,-1397.0,-887.0,-887.0,-878.0,1.0
1886236,100035,Cash loans,,0.0,0.0,,,THURSDAY,10,Y,1,,,,XNA,Canceled,-125,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2449573,100035,Consumer loans,6236.82,46935.0,45724.5,4693.5,46935.0,SUNDAY,14,Y,1,0.10138538184414654,,,XAP,Approved,-1634,Cash through the bank,XAP,,Repeater,Mobile,POS,XNA,Country-wide,45,Connectivity,10.0,high,POS mobile with interest,365243.0,-1598.0,-1328.0,-1418.0,-1410.0,0.0
1965432,100035,Cash loans,,0.0,0.0,,,FRIDAY,9,Y,1,,,,XNA,Canceled,-124,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1198431,100035,Consumer loans,12001.86,117000.0,107640.0,9360.0,117000.0,MONDAY,13,Y,1,0.08712727272727272,,,XAP,Approved,-1759,Cash through the bank,XAP,Unaccompanied,Repeater,Clothing and Accessories,POS,XNA,Stone,50,Clothing,12.0,high,POS industry with interest,365243.0,-1728.0,-1398.0,-1398.0,-1396.0,0.0
2604720,100035,Cash loans,15499.125,135000.0,143910.0,,135000.0,THURSDAY,13,Y,1,,,,XNA,Approved,-818,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,middle,Cash X-Sell: middle,365243.0,-788.0,-458.0,-758.0,-752.0,1.0
1344613,100035,Cash loans,33238.8,1260000.0,1260000.0,,1260000.0,WEDNESDAY,14,Y,1,,,,Payments on other loans,Refused,-119,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,60.0,low_action,Cash Street: low,,,,,,
1219930,100035,Consumer loans,5413.365,25087.5,26329.5,0.0,25087.5,TUESDAY,15,Y,1,0.0,,,XAP,Approved,-2073,Cash through the bank,XAP,Unaccompanied,New,Homewares,POS,XNA,Country-wide,2390,Consumer electronics,6.0,high,POS household with interest,365243.0,-2042.0,-1892.0,-1892.0,-1879.0,0.0
2694660,100035,Cash loans,,0.0,0.0,,,FRIDAY,11,Y,1,,,,XNA,Canceled,-124,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2274957,100035,Cash loans,,0.0,0.0,,,WEDNESDAY,13,Y,1,,,,XNA,Canceled,-119,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1552485,100035,Cash loans,22308.75,675000.0,675000.0,,675000.0,FRIDAY,11,Y,1,,,,XNA,Refused,-124,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,48.0,low_normal,Cash X-Sell: low,,,,,,
2375139,100035,Cash loans,,0.0,0.0,,,MONDAY,12,Y,1,,,,XNA,Refused,-142,XNA,HC,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2063959,100035,Cash loans,,0.0,0.0,,,THURSDAY,11,Y,1,,,,XNA,Refused,-160,XNA,HC,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1905091,100035,Cash loans,16819.74,180000.0,239238.0,,180000.0,MONDAY,8,Y,1,,,,XNA,Approved,-723,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,0,XNA,24.0,high,Cash X-Sell: high,365243.0,-693.0,-3.0,-633.0,-618.0,1.0
1886350,100035,Cash loans,,0.0,0.0,,,TUESDAY,13,Y,1,,,,XNA,Refused,-148,XNA,HC,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2019479,100035,Cash loans,,0.0,0.0,,,THURSDAY,11,Y,1,,,,XNA,Refused,-160,XNA,HC,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2276677,100035,Cash loans,,0.0,0.0,,,FRIDAY,11,Y,1,,,,XNA,Canceled,-124,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1908205,100035,Cash loans,,0.0,0.0,,,WEDNESDAY,13,Y,1,,,,XNA,Canceled,-119,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2425354,100035,Cash loans,18201.645,135000.0,163732.5,,135000.0,SATURDAY,12,Y,1,,,,XNA,Approved,-1187,Cash through the bank,XAP,Family,Repeater,XNA,Cash,x-sell,Credit and cash offices,0,XNA,12.0,high,Cash X-Sell: high,365243.0,-1157.0,-827.0,-827.0,-822.0,1.0
1580795,100036,Cash loans,,0.0,0.0,,,FRIDAY,11,Y,1,,,,XNA,Canceled,-39,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2542217,100036,Cash loans,,0.0,0.0,,,THURSDAY,11,Y,1,,,,XNA,Canceled,-194,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1241855,100036,Consumer loans,8908.74,197752.5,197752.5,0.0,197752.5,SATURDAY,14,Y,1,0.0,,,XAP,Refused,-185,Cash through the bank,HC,Family,Repeater,Audio/Video,POS,XNA,Country-wide,2000,Consumer electronics,24.0,low_action,POS household without interest,,,,,,
1292088,100036,Consumer loans,13290.3,197752.5,221247.0,0.0,197752.5,SATURDAY,14,Y,1,0.0,,,XAP,Refused,-185,Cash through the bank,HC,Family,Repeater,Audio/Video,POS,XNA,Country-wide,2000,Consumer electronics,18.0,low_action,POS household without interest,,,,,,
1014352,100036,Consumer loans,12069.315,213804.0,213804.0,0.0,213804.0,SATURDAY,14,Y,1,0.0,,,XAP,Refused,-185,Cash through the bank,HC,Family,Repeater,Audio/Video,POS,XNA,Country-wide,2000,Consumer electronics,24.0,low_normal,POS household with interest,,,,,,
1709863,100036,Consumer loans,6551.415,58797.0,65007.0,0.0,58797.0,THURSDAY,18,Y,1,0.0,,,XAP,Approved,-397,Cash through the bank,XAP,,New,Consumer Electronics,POS,XNA,Country-wide,10000,Consumer electronics,12.0,middle,POS household with interest,365243.0,-365.0,-35.0,-35.0,-30.0,0.0
2621538,100036,Revolving loans,2250.0,45000.0,45000.0,,45000.0,THURSDAY,18,Y,1,,,,XAP,Approved,-397,XNA,XAP,,New,XNA,Cards,walk-in,Country-wide,10000,Consumer electronics,0.0,XNA,Card Street,365243.0,365243.0,365243.0,365243.0,365243.0,0.0
2430929,100036,Cash loans,,0.0,0.0,,,WEDNESDAY,9,Y,1,,,,XNA,Canceled,-195,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1196843,100037,Consumer loans,16838.37,153877.5,167080.5,0.0,153877.5,SUNDAY,7,Y,1,0.0,,,XAP,Refused,-539,XNA,HC,,Refreshed,Computers,POS,XNA,Country-wide,2000,Consumer electronics,12.0,middle,POS household with interest,,,,,,
1334240,100037,Consumer loans,5305.995,38385.0,45720.0,1935.0,38385.0,SATURDAY,11,Y,1,0.04422182161558934,,,XAP,Approved,-1702,XNA,XAP,Family,Repeater,Audio/Video,POS,XNA,Stone,39,Connectivity,12.0,high,POS mobile with interest,365243.0,-1671.0,-1341.0,-1551.0,-1547.0,0.0
2828240,100037,Consumer loans,19505.385,153877.5,188640.0,0.0,153877.5,SUNDAY,7,Y,1,0.0,,,XAP,Refused,-539,XNA,HC,,Refreshed,Computers,POS,XNA,Country-wide,2000,Consumer electronics,12.0,middle,POS household with interest,,,,,,
2384838,100037,Cash loans,17813.25,157500.0,157500.0,,157500.0,SUNDAY,7,Y,1,,,,XNA,Approved,-539,XNA,XAP,,Refreshed,XNA,Cash,x-sell,Country-wide,2000,Consumer electronics,12.0,high,Cash X-Sell: high,365243.0,-509.0,-179.0,-209.0,-203.0,0.0
1923010,100037,Consumer loans,25595.82,147073.5,144364.5,8824.5,147073.5,SATURDAY,5,Y,1,0.0627374206194487,,,XAP,Approved,-2612,XNA,XAP,Family,New,Computers,POS,XNA,Country-wide,107,Consumer electronics,6.0,low_normal,POS household without interest,365243.0,-2581.0,-2431.0,-2431.0,-2422.0,1.0
2327930,100038,Consumer loans,11100.6,80955.0,92605.5,8095.5,80955.0,SATURDAY,4,Y,1,0.08755360378293615,,,XAP,Approved,-821,XNA,XAP,,New,Computers,POS,XNA,Country-wide,27,Connectivity,12.0,high,POS mobile with interest,365243.0,-787.0,-457.0,-457.0,-449.0,0.0
2237361,100038,Cash loans,24463.71,454500.0,508495.5,,454500.0,TUESDAY,7,Y,1,,,,XNA,Canceled,-111,XNA,XAP,Unaccompanied,New,XNA,Cash,x-sell,Contact center,-1,XNA,36.0,middle,Cash X-Sell: middle,,,,,,
1077565,100039,Cash loans,52513.515,1350000.0,1487214.0,,1350000.0,MONDAY,14,Y,1,,,,Buying a used car,Approved,-695,Cash through the bank,XAP,Unaccompanied,Refreshed,XNA,Cash,walk-in,Channel of corporate sales,-1,XNA,42.0,low_normal,Cash Street: low,365243.0,-665.0,565.0,-455.0,-446.0,1.0
1029269,100039,Consumer loans,5074.29,24709.095,25929.0,4.095,24709.095,SUNDAY,16,Y,1,0.00017197435449672606,,,XAP,Approved,-1797,Cash through the bank,XAP,Unaccompanied,Repeater,Audio/Video,POS,XNA,Country-wide,4300,Consumer electronics,6.0,high,POS household with interest,365243.0,-1766.0,-1616.0,-1616.0,-1608.0,0.0
1836452,100039,Cash loans,,0.0,0.0,,,FRIDAY,11,Y,1,,,,XNA,Canceled,-91,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1496284,100039,Consumer loans,4450.68,20961.0,22000.5,0.0,20961.0,MONDAY,15,Y,1,0.0,,,XAP,Approved,-2398,Cash through the bank,XAP,Family,New,Audio/Video,POS,XNA,Country-wide,3303,Consumer electronics,6.0,high,POS household with interest,365243.0,-2367.0,-2217.0,-2277.0,-2273.0,1.0
1461368,100040,Consumer loans,18984.24,367200.0,367200.0,0.0,367200.0,WEDNESDAY,14,Y,1,0.0,,,XAP,Approved,-1038,Cash through the bank,XAP,Unaccompanied,Refreshed,Clothing and Accessories,POS,XNA,Stone,10,Clothing,24.0,low_normal,POS industry with interest,365243.0,-1007.0,-317.0,-407.0,-397.0,0.0
1786922,100041,Consumer loans,3268.485,15516.0,16285.5,0.0,15516.0,THURSDAY,12,Y,1,0.0,,,XAP,Approved,-2701,Cash through the bank,XAP,Family,New,Mobile,POS,XNA,Country-wide,156,Connectivity,6.0,high,POS mobile with interest,365243.0,-2670.0,-2520.0,-2520.0,-2509.0,1.0
2305060,100041,Consumer loans,7297.515,58486.5,64278.0,0.0,58486.5,SUNDAY,14,Y,1,0.0,,,XAP,Approved,-1508,Cash through the bank,XAP,Family,Refreshed,Consumer Electronics,POS,XNA,Country-wide,4000,Consumer electronics,12.0,high,POS household with interest,365243.0,-1477.0,-1147.0,-1147.0,-1095.0,0.0
1716930,100042,Cash loans,20150.55,315000.0,315000.0,,315000.0,THURSDAY,10,Y,1,,,,XNA,Approved,-1705,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24.0,middle,Cash X-Sell: middle,365243.0,-1675.0,-985.0,-1345.0,-1338.0,1.0
1643959,100042,Cash loans,18619.245,225000.0,247275.0,0.0,225000.0,TUESDAY,10,Y,1,0.0,,,Everyday expenses,Approved,-1931,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,18.0,middle,Cash Street: middle,365243.0,-1901.0,-1391.0,-1691.0,-1688.0,1.0
2137382,100042,Revolving loans,4500.0,0.0,90000.0,,,FRIDAY,13,Y,1,,,,XAP,Approved,-2551,XNA,XAP,,Repeater,XNA,Cards,x-sell,Contact center,-1,XNA,0.0,XNA,Card X-Sell,-2547.0,-2513.0,365243.0,-1356.0,365243.0,0.0
2604725,100042,Cash loans,38934.18,900000.0,978408.0,,900000.0,THURSDAY,13,Y,1,,,,XNA,Approved,-1246,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36.0,low_normal,Cash Street: low,365243.0,-1214.0,-164.0,-734.0,-729.0,0.0
1643964,100042,Cash loans,13431.6,112500.0,119925.0,0.0,112500.0,MONDAY,14,Y,1,0.0,,,Education,Approved,-2337,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high,365243.0,-2307.0,-1977.0,-2007.0,-2003.0,1.0
2535181,100042,Cash loans,47660.85,967500.0,1051789.5,,967500.0,MONDAY,9,Y,1,,,,XNA,Approved,-679,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,36.0,middle,Cash X-Sell: middle,365243.0,-649.0,401.0,-649.0,-645.0,1.0
1125423,100042,Consumer loans,10602.45,97956.0,95431.5,9796.5,97956.0,TUESDAY,14,Y,1,0.10139201629707956,,,XAP,Approved,-2750,Cash through the bank,XAP,Family,New,Consumer Electronics,POS,XNA,Country-wide,2390,Consumer electronics,10.0,low_normal,POS household without interest,365243.0,-2719.0,-2449.0,-2449.0,-2444.0,1.0
1127680,100042,Cash loans,39981.06,900000.0,978408.0,,900000.0,MONDAY,11,Y,1,,,,XNA,Approved,-1265,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36.0,low_normal,Cash Street: low,,,,,,
2639682,100042,Cash loans,19148.985,225000.0,247275.0,0.0,225000.0,FRIDAY,14,Y,1,0.0,,,Everyday expenses,Approved,-1932,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,18.0,middle,Cash Street: middle,,,,,,
1185699,100043,Consumer loans,5287.815,35775.0,33340.5,4500.0,35775.0,MONDAY,11,Y,1,0.12951491367474233,,,XAP,Approved,-2411,Cash through the bank,XAP,Family,New,Mobile,POS,XNA,Country-wide,44,Connectivity,8.0,low_normal,POS mobile with interest,365243.0,-2380.0,-2170.0,-2170.0,-2167.0,1.0
1579402,100043,Consumer loans,54918.81,1575000.0,1384740.0,315000.0,1575000.0,MONDAY,14,Y,1,0.2018330076150684,,,XAP,Refused,-31,XNA,LIMIT,,XNA,Furniture,POS,XNA,Stone,100,XNA,36.0,low_normal,POS industry with interest,,,,,,
1737706,100043,Consumer loans,62464.5,1575000.0,1575000.0,0.0,1575000.0,MONDAY,13,Y,1,0.0,,,XAP,Refused,-31,XNA,HC,,XNA,Furniture,POS,XNA,Stone,100,XNA,36.0,low_normal,POS industry with interest,,,,,,
1348171,100043,Consumer loans,83916.0,1575000.0,1575000.0,0.0,1575000.0,MONDAY,13,Y,1,0.0,,,XAP,Refused,-31,XNA,HC,,XNA,Furniture,POS,XNA,Stone,100,XNA,24.0,low_normal,POS industry with interest,,,,,,
1557583,100043,Revolving loans,21375.0,0.0,427500.0,,,MONDAY,14,Y,1,,,,XAP,Approved,-997,XNA,XAP,,Repeater,XNA,Cards,x-sell,Country-wide,44,Connectivity,0.0,XNA,Card X-Sell,-991.0,-948.0,365243.0,-370.0,365243.0,0.0
2492683,100043,Cash loans,10363.275,292500.0,292500.0,,292500.0,WEDNESDAY,11,Y,1,,,,XNA,Approved,-1219,Cash through the bank,XAP,Family,Refreshed,XNA,Cash,x-sell,Country-wide,44,Connectivity,60.0,middle,Cash X-Sell: middle,365243.0,-1189.0,581.0,-439.0,-431.0,0.0
2455539,100043,Consumer loans,49034.655,1125000.0,1236375.0,0.0,1125000.0,TUESDAY,14,Y,1,0.0,,,XAP,Refused,-23,XNA,LIMIT,,Repeater,Furniture,POS,XNA,Stone,100,Industry,36.0,low_normal,POS industry with interest,,,,,,
1753751,100043,Consumer loans,63933.435,1575000.0,1384740.0,315000.0,1575000.0,MONDAY,14,Y,1,0.2018330076150684,,,XAP,Refused,-31,XNA,LIMIT,,XNA,Furniture,POS,XNA,Stone,100,XNA,36.0,middle,POS industry with interest,,,,,,
1801140,100043,Cash loans,25972.965,675000.0,781920.0,,675000.0,SATURDAY,15,Y,1,,,,XNA,Approved,-33,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,AP+ (Cash loan),100,XNA,48.0,low_normal,Cash X-Sell: low,365243.0,-3.0,1407.0,365243.0,365243.0,1.0
