SK_ID_PREV,SK_ID_CURR,NUM_INSTALMENT_VERSION,NUM_INSTALMENT_NUMBER,DAYS_INSTALMENT,DAYS_ENTRY_PAYMENT,AMT_INSTALMENT,AMT_PAYMENT
1914954,100028,0.0,13,-1092.0,-1092.0,3535.56,3535.56
1914954,100028,0.0,36,-696.0,-695.0,10084.05,6750.0
2056192,100028,1.0,3,-706.0,-707.0,6996.735,6996.735
1914954,100028,0.0,38,-666.0,-667.0,7431.3,2931.3
1914954,100028,0.0,22,-969.0,-971.0,11250.0,11250.0
1914954,100028,0.0,40,-635.0,-636.0,9150.3,4650.3
1914954,100028,0.0,55,-427.0,-427.0,138.195,138.195
1914954,100028,0.0,47,-548.0,-548.0,102.87,102.87
2829726,100028,2.0,3,-1713.0,-1723.0,5897.52,5897.52
2829726,100028,2.0,7,-1593.0,-1603.0,5897.52,5897.52
1914954,100028,0.0,64,-270.0,-271.0,7855.11,2250.0
1914954,100028,0.0,61,-331.0,-331.0,11250.0,11250.0
1914954,100028,0.0,10,-1146.0,-1146.0,179.415,179.415
1914954,100028,0.0,14,-1092.0,-1092.0,64.44,64.44
2829726,100028,1.0,1,-1773.0,-1785.0,6028.02,6028.02
1914954,100028,0.0,62,-327.0,-327.0,4500.0,4500.0
2829726,100028,2.0,5,-1653.0,-1659.0,5897.52,5897.52
1914954,100028,0.0,26,-927.0,-927.0,168.705,168.705
1914954,100028,0.0,32,-789.0,-789.0,220.095,220.095
1914954,100028,0.0,6,-1213.0,-1212.0,11250.0,11250.0
2662898,100029,1.0,3,-233.0,-256.0,22891.68,22891.68
2662898,100029,2.0,4,-203.0,-224.0,66993.345,66993.345
2662898,100029,1.0,1,-293.0,-313.0,22891.68,22891.68
2662898,100029,1.0,2,-263.0,-278.0,22891.68,22891.68
2179840,100030,1.0,3,-287.0,-318.0,9035.685,9035.685
2179840,100030,2.0,5,-227.0,-233.0,17846.145,17846.145
2179840,100030,1.0,2,-317.0,-352.0,9035.685,9035.685
1143325,100030,2.0,1,-2818.0,-2818.0,16934.985,16934.985
2179840,100030,1.0,1,-347.0,-374.0,9035.685,9035.685
2179840,100030,1.0,4,-257.0,-289.0,9035.685,9035.685
1514328,100032,1.0,6,-1316.0,-1402.0,7912.305,4.275
1514328,100032,1.0,4,-1376.0,-1433.0,7910.145,7910.145
1514328,100032,1.0,6,-1316.0,-1307.0,7912.305,7908.03
1514328,100032,1.0,2,-1436.0,-1479.0,7910.145,7910.145
1514328,100032,1.0,3,-1406.0,-1464.0,7910.145,7910.145
1514328,100032,1.0,1,-1466.0,-1496.0,7910.145,7910.145
1514328,100032,1.0,5,-1346.0,-1402.0,7910.145,7910.145
2037234,100033,1.0,3,-758.0,-742.0,5542.92,5540.76
2037234,100033,3.0,102,-682.0,-553.0,271.44,271.44
2037234,100033,7.0,106,-617.0,-553.0,281.205,281.205
2037234,100033,5.0,104,-626.0,-553.0,281.205,281.205
2037234,100033,1.0,8,-608.0,-589.0,5542.92,2167.38
2037234,100033,1.0,2,-788.0,-823.0,5542.92,1.08
2037234,100033,1.0,9,-578.0,-589.0,5542.92,2332.62
2037234,100033,11.0,110,-557.0,-553.0,160.515,160.515
2037234,100033,4.0,103,-632.0,-553.0,281.205,281.205
2037234,100033,10.0,109,-562.0,-553.0,160.515,160.515
2037234,100033,1.0,5,-698.0,-681.0,5542.92,5428.62
2037234,100033,1.0,12,-488.0,-495.0,5540.31,5540.31
2037234,100033,8.0,107,-612.0,-553.0,281.205,281.205
2037234,100033,9.0,108,-592.0,-553.0,108.36,108.36
2037234,100033,6.0,105,-622.0,-553.0,281.205,281.205
2037234,100033,1.0,3,-758.0,-782.0,5542.92,2.16
2037234,100033,1.0,5,-698.0,-742.0,5542.92,114.3
2037234,100033,1.0,7,-638.0,-611.0,5542.92,5542.92
2037234,100033,1.0,2,-788.0,-782.0,5542.92,5541.84
2037234,100033,13.0,112,-496.0,-495.0,257.67,257.67
2037234,100033,12.0,111,-502.0,-495.0,257.67,257.67
2037234,100033,2.0,101,-742.0,-742.0,277.02,277.02
2037234,100033,1.0,9,-578.0,-553.0,5542.92,3210.3
2037234,100033,1.0,10,-548.0,-553.0,5542.92,5542.92
2037234,100033,1.0,4,-728.0,-742.0,5542.92,5542.92
2037234,100033,1.0,11,-518.0,-553.0,5542.92,389.925
2037234,100033,1.0,6,-668.0,-611.0,5542.92,81.54
2037234,100033,1.0,6,-668.0,-681.0,5542.92,5461.38
2037234,100033,1.0,1,-818.0,-823.0,5542.92,5542.92
2037234,100033,1.0,8,-608.0,-611.0,5542.92,3375.54
2037234,100033,1.0,11,-518.0,-495.0,5542.92,5152.995
1187878,100034,1.0,1,-257.0,-276.0,21281.13,21281.13
1390369,100034,3.0,4,-479.0,-483.0,13888.98,13888.98
1390369,100034,2.0,1,-569.0,-584.0,36069.57,58500.0
1187878,100034,1.0,2,-227.0,-276.0,21281.13,21281.13
1390369,100034,1.0,1,-569.0,-584.0,22430.43,58500.0
1187878,100034,1.0,3,-197.0,-248.0,21281.13,21281.13
1390369,100034,4.0,5,-449.0,-455.0,26875.665,26875.665
1390369,100034,3.0,3,-509.0,-516.0,13888.98,13888.98
1390369,100034,3.0,2,-539.0,-541.0,13888.98,13888.98
1187878,100034,2.0,4,-167.0,-189.0,61969.77,61969.77
1198431,100035,1.0,6,-1578.0,-1580.0,12001.86,12001.86
1670175,100035,1.0,2,-1367.0,-1369.0,22857.75,22857.75
2425354,100035,1.0,6,-1007.0,-1000.0,18201.645,18201.645
2425354,100035,1.0,3,-1097.0,-1096.0,18201.645,18201.645
1670175,100035,1.0,6,-1247.0,-1250.0,22857.75,22857.75
1198431,100035,1.0,5,-1608.0,-1616.0,12001.86,12001.86
1198431,100035,1.0,7,-1548.0,-1553.0,12001.86,12001.86
1198431,100035,1.0,10,-1458.0,-1458.0,12001.86,12001.86
1670175,100035,1.0,13,-1037.0,-1037.0,22857.75,22857.75
1670175,100035,1.0,11,-1097.0,-1096.0,22857.75,22857.75
1905091,100035,2.0,3,-633.0,-651.0,238203.0,238203.0
1198431,100035,1.0,12,-1398.0,-1427.0,12017.7,12017.7
2449573,100035,1.0,1,-1598.0,-1616.0,6236.82,6236.82
1219930,100035,1.0,1,-2042.0,-2048.0,5413.365,5413.365
2604720,100035,1.0,1,-788.0,-784.0,15499.125,15125.625
1219930,100035,1.0,2,-2012.0,-2016.0,5413.365,5413.365
1219930,100035,1.0,4,-1952.0,-1953.0,5413.365,5413.365
2604720,100035,1.0,1,-788.0,-818.0,15499.125,373.5
1670175,100035,1.0,7,-1217.0,-1217.0,22857.75,22857.75
2500673,100035,2.0,5,-627.0,-651.0,536809.95,536809.95
1198431,100035,1.0,9,-1488.0,-1488.0,12001.86,12001.86
1670175,100035,1.0,16,-947.0,-968.0,22857.75,2.475
1219930,100035,1.0,5,-1922.0,-1923.0,5413.365,5413.365
1670175,100035,1.0,16,-947.0,-943.0,22857.75,22855.275
1905091,100035,1.0,2,-663.0,-671.0,16819.74,16819.74
1670175,100035,1.0,17,-917.0,-943.0,22857.75,118.08
1198431,100035,1.0,2,-1698.0,-1708.0,12001.86,12001.86
2425354,100035,1.0,5,-1037.0,-1037.0,18201.645,18201.645
1670175,100035,1.0,17,-917.0,-915.0,22857.75,22739.67
2425354,100035,1.0,11,-857.0,-856.0,18201.645,18201.645
1670175,100035,1.0,1,-1397.0,-1398.0,22857.75,22857.75
1905091,100035,1.0,1,-693.0,-698.0,16819.74,16819.74
1198431,100035,1.0,4,-1638.0,-1638.0,12001.86,12001.86
1198431,100035,1.0,1,-1728.0,-1741.0,12001.86,12001.86
2425354,100035,1.0,8,-947.0,-943.0,18201.645,18201.645
1670175,100035,1.0,10,-1127.0,-1127.0,22857.75,22857.75
1670175,100035,1.0,8,-1187.0,-1187.0,22857.75,22857.75
1670175,100035,1.0,15,-977.0,-968.0,22857.75,21463.38
2500673,100035,1.0,1,-747.0,-750.0,37279.665,37279.665
1198431,100035,1.0,11,-1428.0,-1428.0,12001.86,12001.86
2425354,100035,1.0,9,-917.0,-915.0,18201.645,18201.645
2604720,100035,2.0,2,-758.0,-777.0,140022.765,140022.765
1219930,100035,1.0,6,-1892.0,-1892.0,5378.22,5378.22
2425354,100035,1.0,2,-1127.0,-1127.0,18201.645,18201.645
2449573,100035,1.0,5,-1478.0,-1488.0,6236.82,6236.82
2425354,100035,1.0,12,-827.0,-856.0,18125.235,273.735
2500673,100035,1.0,4,-657.0,-671.0,37279.665,37279.665
2425354,100035,1.0,7,-977.0,-968.0,18201.645,18201.645
1670175,100035,1.0,15,-977.0,-1000.0,22857.75,1394.37
2500673,100035,1.0,2,-717.0,-723.0,37279.665,37279.665
2425354,100035,1.0,12,-827.0,-825.0,18125.235,17851.5
1670175,100035,1.0,4,-1307.0,-1307.0,22857.75,22857.75
2449573,100035,1.0,2,-1568.0,-1568.0,6236.82,6236.82
2449573,100035,1.0,6,-1448.0,-1448.0,6236.82,6236.82
2425354,100035,1.0,4,-1067.0,-1070.0,18201.645,18201.645
1198431,100035,1.0,3,-1668.0,-1673.0,12001.86,12001.86
1670175,100035,1.0,18,-887.0,-886.0,22821.66,22821.66
1670175,100035,1.0,9,-1157.0,-1157.0,22857.75,22857.75
1670175,100035,1.0,12,-1067.0,-1070.0,22857.75,22857.75
1670175,100035,1.0,3,-1337.0,-1337.0,22857.75,22857.75
2449573,100035,1.0,3,-1538.0,-1538.0,6236.82,6236.82
1198431,100035,1.0,8,-1518.0,-1523.0,12001.86,12001.86
2500673,100035,1.0,3,-687.0,-698.0,37279.665,37279.665
1670175,100035,1.0,14,-1007.0,-1000.0,22857.75,21578.985
2449573,100035,2.0,7,-1418.0,-1427.0,22905.18,22905.18
1219930,100035,1.0,3,-1982.0,-1988.0,5413.365,5413.365
2425354,100035,1.0,10,-887.0,-886.0,18201.645,18201.645
1670175,100035,1.0,14,-1007.0,-1037.0,22857.75,1278.765
2449573,100035,1.0,4,-1508.0,-1509.0,6236.82,6236.82
1670175,100035,1.0,5,-1277.0,-1278.0,22857.75,22857.75
2425354,100035,1.0,1,-1157.0,-1157.0,18201.645,18201.645
1709863,100036,1.0,10,-95.0,-105.0,6551.415,6551.415
1709863,100036,1.0,7,-185.0,-197.0,6551.415,6551.415
1709863,100036,1.0,5,-245.0,-257.0,6551.415,6551.415
1709863,100036,1.0,12,-35.0,-39.0,6548.04,6548.04
1709863,100036,1.0,2,-335.0,-372.0,6551.415,6551.415
1709863,100036,1.0,4,-275.0,-293.0,6551.415,6551.415
1709863,100036,1.0,11,-65.0,-76.0,6551.415,6551.415
1709863,100036,1.0,6,-215.0,-230.0,6551.415,6551.415
1709863,100036,1.0,1,-365.0,-381.0,6551.415,6551.415
1709863,100036,1.0,3,-305.0,-372.0,6551.415,6551.415
1709863,100036,1.0,8,-155.0,-166.0,6551.415,6551.415
1709863,100036,1.0,9,-125.0,-134.0,6551.415,6551.415
1923010,100037,1.0,3,-2521.0,-2533.0,25595.82,25595.82
1334240,100037,1.0,1,-1671.0,-1678.0,5305.995,5305.995
2384838,100037,2.0,11,-209.0,-235.0,34758.18,34758.18
1923010,100037,1.0,2,-2551.0,-2565.0,25595.82,25595.82
1334240,100037,2.0,5,-1551.0,-1580.0,35172.135,35172.135
2384838,100037,1.0,4,-419.0,-436.0,17813.25,17813.25
1923010,100037,1.0,4,-2491.0,-2504.0,25595.82,25595.82
2384838,100037,1.0,7,-329.0,-342.0,17813.25,17813.25
2384838,100037,1.0,3,-449.0,-471.0,17813.25,17813.25
2384838,100037,1.0,8,-299.0,-319.0,17813.25,17813.25
1334240,100037,1.0,3,-1611.0,-1621.0,5305.995,5305.995
1923010,100037,1.0,5,-2461.0,-2495.0,25595.82,25595.82
2384838,100037,1.0,6,-359.0,-379.0,17813.25,17813.25
1334240,100037,1.0,2,-1641.0,-1656.0,5305.995,5305.995
2384838,100037,1.0,9,-269.0,-285.0,17813.25,17813.25
1923010,100037,1.0,6,-2431.0,-2494.0,25520.625,25520.625
2384838,100037,1.0,2,-479.0,-494.0,17813.25,17813.25
1334240,100037,1.0,4,-1581.0,-1592.0,5305.995,5305.995
2384838,100037,1.0,5,-389.0,-404.0,17813.25,17813.25
1923010,100037,1.0,1,-2581.0,-2593.0,25595.82,25595.82
2384838,100037,1.0,10,-239.0,-246.0,17813.25,17813.25
2384838,100037,1.0,1,-509.0,-521.0,17813.25,17813.25
2327930,100038,1.0,7,-607.0,-620.0,11100.6,11100.6
2327930,100038,1.0,12,-457.0,-466.0,11097.45,11097.45
2327930,100038,1.0,10,-517.0,-528.0,11100.6,11100.6
2327930,100038,1.0,2,-757.0,-770.0,11100.6,11100.6
2327930,100038,1.0,3,-727.0,-745.0,11100.6,11100.6
2327930,100038,1.0,11,-487.0,-497.0,11100.6,11100.6
2327930,100038,1.0,5,-667.0,-679.0,11100.6,11100.6
2327930,100038,1.0,9,-547.0,-557.0,11100.6,11100.6
2327930,100038,1.0,6,-637.0,-648.0,11100.6,11100.6
2327930,100038,1.0,1,-787.0,-802.0,11100.6,11100.6
2327930,100038,1.0,8,-577.0,-592.0,11100.6,11100.6
2327930,100038,1.0,4,-697.0,-707.0,11100.6,11100.6
1496284,100039,2.0,4,-2277.0,-2297.0,12614.31,12614.31
1496284,100039,1.0,2,-2337.0,-2337.0,4450.68,4450.68
1077565,100039,8.0,8,-455.0,-468.0,920794.5,920794.5
1029269,100039,1.0,5,-1646.0,-1687.0,5074.29,5074.29
1077565,100039,7.0,7,-485.0,-521.0,36035.19,36035.19
1077565,100039,7.0,6,-515.0,-521.0,36035.19,36035.19
1029269,100039,1.0,1,-1766.0,-1777.0,5074.29,5074.29
1029269,100039,1.0,3,-1706.0,-1737.0,5074.29,5074.29
1496284,100039,1.0,1,-2367.0,-2375.0,4450.68,4450.68
1077565,100039,5.0,3,-605.0,-606.0,39812.715,39812.715
1496284,100039,1.0,3,-2307.0,-2346.0,4450.68,4450.68
1029269,100039,1.0,6,-1616.0,-1638.0,5076.63,5076.63
1077565,100039,3.0,2,-635.0,-639.0,46326.735,225000.0
1077565,100039,4.0,2,-635.0,-639.0,178673.265,225000.0
1077565,100039,1.0,1,-665.0,-695.0,52513.515,225000.0
1077565,100039,6.0,4,-575.0,-581.0,100374.57,140187.285
1077565,100039,5.0,4,-575.0,-581.0,39812.715,140187.285
1029269,100039,1.0,4,-1676.0,-1712.0,5074.29,5074.29
1077565,100039,7.0,5,-545.0,-550.0,36035.19,36035.19
1077565,100039,2.0,1,-665.0,-695.0,172486.485,225000.0
1029269,100039,1.0,2,-1736.0,-1768.0,5074.29,5074.29
1461368,100040,1.0,11,-707.0,-711.0,18984.24,18984.24
1461368,100040,1.0,5,-887.0,-917.0,18984.24,3299.04
1461368,100040,1.0,2,-977.0,-977.0,18984.24,18984.24
1461368,100040,1.0,17,-527.0,-532.0,18984.24,18984.24
1461368,100040,1.0,18,-497.0,-499.0,18984.24,18984.24
1461368,100040,1.0,8,-797.0,-835.0,18984.24,4396.32
1461368,100040,1.0,4,-917.0,-917.0,18984.24,18984.24
1461368,100040,1.0,20,-437.0,-443.0,18984.24,18984.24
1461368,100040,2.0,21,-407.0,-417.0,73324.26,73324.26
1461368,100040,1.0,13,-647.0,-644.0,18984.24,12759.12
1461368,100040,1.0,12,-677.0,-681.0,18984.24,18984.24
1461368,100040,1.0,14,-617.0,-616.0,18984.24,18984.24
1461368,100040,1.0,6,-857.0,-851.0,18984.24,15319.44
1461368,100040,1.0,6,-857.0,-882.0,18984.24,3664.8
1461368,100040,1.0,13,-647.0,-681.0,18984.24,6225.12
1461368,100040,1.0,5,-887.0,-882.0,18984.24,15685.2
1461368,100040,1.0,3,-947.0,-977.0,18984.24,2.52
1461368,100040,1.0,8,-797.0,-795.0,18984.24,14587.92
1461368,100040,1.0,19,-467.0,-469.0,18984.24,18984.24
1461368,100040,1.0,16,-557.0,-557.0,18984.24,18984.24
1461368,100040,1.0,10,-737.0,-764.0,18984.24,5127.84
1461368,100040,1.0,9,-767.0,-795.0,18984.24,4762.08
1461368,100040,1.0,3,-947.0,-941.0,18984.24,18981.72
1461368,100040,1.0,1,-1007.0,-1017.0,18984.24,18984.24
1461368,100040,1.0,15,-587.0,-592.0,18984.24,18984.24
1461368,100040,1.0,10,-737.0,-735.0,18984.24,13856.4
1461368,100040,1.0,9,-767.0,-764.0,18984.24,14222.16
1461368,100040,1.0,7,-827.0,-835.0,18984.24,18984.24
2305060,100041,1.0,12,-1147.0,-1163.0,7306.65,7176.285
1786922,100041,1.0,2,-2640.0,-2636.0,3268.485,3268.485
2305060,100041,1.0,4,-1387.0,-1493.0,7297.515,7297.515
1786922,100041,1.0,3,-2610.0,-2605.0,3268.485,3268.485
2305060,100041,1.0,7,-1297.0,-1279.0,7297.515,6352.605
1786922,100041,1.0,4,-2580.0,-2575.0,3268.485,3268.485
2305060,100041,1.0,3,-1417.0,-1499.0,7297.515,7297.515
1786922,100041,1.0,1,-2670.0,-2661.0,3268.485,3268.485
2305060,100041,1.0,6,-1327.0,-1493.0,7297.515,7297.515
2305060,100041,1.0,5,-1357.0,-1493.0,7297.515,7297.515
2305060,100041,1.0,12,-1147.0,-1101.0,7306.65,130.365
2305060,100041,1.0,10,-1207.0,-1212.0,7297.515,7297.515
2305060,100041,1.0,8,-1267.0,-1267.0,7297.515,7297.515
2305060,100041,1.0,1,-1477.0,-1499.0,7297.515,7297.515
2305060,100041,1.0,7,-1297.0,-1493.0,7297.515,944.91
2305060,100041,1.0,9,-1237.0,-1246.0,7297.515,7297.515
2305060,100041,1.0,11,-1177.0,-1185.0,7297.515,7297.515
1786922,100041,1.0,6,-2520.0,-2512.0,3264.075,3264.075
1786922,100041,1.0,5,-2550.0,-2543.0,3268.485,3268.485
2305060,100041,1.0,2,-1447.0,-1499.0,7297.515,7297.515
2137382,100042,0.0,18,-2254.0,-2254.0,8775.0,8775.0
2137382,100042,0.0,88,-989.0,-989.0,32.85,32.85
1125423,100042,1.0,8,-2509.0,-2520.0,10602.45,10602.45
2137382,100042,0.0,16,-2282.0,-2282.0,9000.0,9000.0
2137382,100042,0.0,6,-2434.0,-2434.0,3127.5,3127.5
2137382,100042,0.0,74,-1356.0,-1386.0,763.965,763.965
2137382,100042,0.0,60,-1580.0,-1580.0,4500.0,4500.0
1716930,100042,1.0,2,-1645.0,-1648.0,20150.55,20150.55
2137382,100042,0.0,31,-2025.0,-2043.0,4500.0,4500.0
2137382,100042,0.0,22,-2189.0,-2189.0,9000.0,9000.0
2137382,100042,0.0,55,-1630.0,-1643.0,4500.0,4500.0
2137382,100042,0.0,43,-1858.0,-1858.0,4500.0,4500.0
2137382,100042,0.0,25,-2117.0,-2133.0,4500.0,4500.0
2604725,100042,1.0,10,-944.0,-963.0,38934.18,38934.18
2604725,100042,1.0,16,-764.0,-763.0,38934.18,38934.18
2137382,100042,0.0,106,-443.0,-443.0,32.85,32.85
2137382,100042,0.0,1,-2513.0,-2526.0,4500.0,4500.0
2137382,100042,0.0,3,-2482.0,-2495.0,4500.0,4342.5
2137382,100042,0.0,70,-1437.0,-1437.0,4500.0,4500.0
2137382,100042,0.0,21,-2178.0,-2189.0,4500.0,4500.0
2137382,100042,0.0,61,-1540.0,-1550.0,4500.0,4500.0
2137382,100042,0.0,79,-1264.0,-1264.0,32.85,32.85
2137382,100042,0.0,56,-1643.0,-1643.0,61650.0,61650.0
1643959,100042,1.0,2,-1871.0,-1872.0,18619.245,18619.245
2137382,100042,0.0,119,-47.0,-47.0,32.85,32.85
1716930,100042,1.0,8,-1465.0,-1469.0,20150.55,20150.55
2137382,100042,0.0,48,-1764.0,-1764.0,4500.0,4500.0
1643964,100042,1.0,7,-2127.0,-2133.0,13431.6,13431.6
2137382,100042,0.0,84,-1112.0,-1112.0,32.85,32.85
2137382,100042,0.0,115,-168.0,-168.0,32.85,32.85
2137382,100042,0.0,95,-777.0,-777.0,32.85,32.85
2137382,100042,0.0,76,-1355.0,-1355.0,32.85,32.85
2137382,100042,0.0,28,-2103.0,-2103.0,9000.0,9000.0
2137382,100042,0.0,65,-1479.0,-1490.0,4500.0,4500.0
2137382,100042,0.0,78,-1294.0,-1294.0,32.85,32.85
2137382,100042,0.0,32,-2043.0,-2043.0,9000.0,9000.0
2137382,100042,0.0,105,-471.0,-471.0,32.85,32.85
1716930,100042,2.0,12,-1345.0,-1371.0,211923.63,211923.63
2604725,100042,1.0,6,-1064.0,-1064.0,38934.18,38934.18
2137382,100042,0.0,33,-1995.0,-2005.0,4500.0,4500.0
1643964,100042,1.0,3,-2247.0,-2252.0,13431.6,13431.6
2137382,100042,0.0,113,-229.0,-229.0,32.85,32.85
2137382,100042,0.0,24,-2174.0,-2174.0,44235.0,44235.0
1716930,100042,1.0,1,-1675.0,-1677.0,20150.55,20150.55
1125423,100042,1.0,10,-2449.0,-2461.0,10469.34,10469.34
1716930,100042,1.0,7,-1495.0,-1498.0,20150.55,20150.55
2137382,100042,0.0,52,-1705.0,-1705.0,4500.0,4500.0
2137382,100042,0.0,118,-78.0,-78.0,32.85,32.85
1125423,100042,1.0,4,-2629.0,-2657.0,10602.45,10602.45
2137382,100042,0.0,30,-2070.0,-2070.0,4500.0,4500.0
1716930,100042,1.0,3,-1615.0,-1616.0,20150.55,20150.55
1716930,100042,1.0,11,-1375.0,-1379.0,20150.55,20150.55
2137382,100042,0.0,77,-1325.0,-1325.0,32.85,32.85
2137382,100042,0.0,23,-2148.0,-2174.0,4500.0,4500.0
2137382,100042,0.0,116,-137.0,-137.0,32.85,32.85
2137382,100042,0.0,102,-563.0,-563.0,32.85,32.85
2137382,100042,0.0,54,-1677.0,-1677.0,15885.0,15885.0
1643964,100042,1.0,8,-2097.0,-2103.0,13431.6,13431.6
2137382,100042,0.0,5,-2421.0,-2434.0,4500.0,4500.0
2137382,100042,0.0,90,-928.0,-928.0,32.85,32.85
2137382,100042,0.0,69,-1418.0,-1437.0,4500.0,4500.0
1716930,100042,1.0,9,-1435.0,-1437.0,20150.55,20150.55
2137382,100042,0.0,68,-1469.0,-1469.0,4500.0,4500.0
2137382,100042,0.0,110,-321.0,-321.0,32.85,32.85
2137382,100042,0.0,37,-1933.0,-1945.0,4500.0,4500.0
1125423,100042,1.0,2,-2689.0,-2706.0,10602.45,10602.45
1643964,100042,1.0,4,-2217.0,-2217.0,13431.6,13431.6
1125423,100042,1.0,5,-2599.0,-2623.0,10602.45,10602.45
1716930,100042,1.0,4,-1585.0,-1586.0,20150.55,20150.55
2604725,100042,1.0,5,-1094.0,-1092.0,38934.18,32670.9
2604725,100042,1.0,11,-914.0,-945.0,38934.18,38934.18
2137382,100042,0.0,26,-2133.0,-2133.0,9000.0,9000.0
2604725,100042,1.0,2,-1184.0,-1185.0,38934.18,38934.18
2137382,100042,0.0,38,-1905.0,-1914.0,4500.0,4500.0
2137382,100042,0.0,82,-1173.0,-1173.0,32.85,32.85
2604725,100042,1.0,15,-794.0,-822.0,38934.18,38934.18
2137382,100042,0.0,53,-1660.0,-1677.0,4500.0,4500.0
2137382,100042,0.0,10,-2375.0,-2375.0,8775.0,8775.0
2137382,100042,0.0,93,-836.0,-836.0,32.85,32.85
2604725,100042,1.0,4,-1124.0,-1126.0,38934.18,38934.18
2137382,100042,0.0,89,-959.0,-959.0,32.85,32.85
2137382,100042,0.0,72,-1403.0,-1403.0,6525.0,6525.0
2137382,100042,0.0,13,-2298.0,-2315.0,4500.0,4500.0
2137382,100042,0.0,36,-1994.0,-1994.0,641.115,641.115
2137382,100042,0.0,101,-594.0,-594.0,32.85,32.85
2137382,100042,0.0,4,-2451.0,-2467.0,4500.0,4185.0
2137382,100042,0.0,91,-898.0,-898.0,32.85,32.85
2137382,100042,0.0,3,-2482.0,-2467.0,4500.0,157.5
2137382,100042,0.0,9,-2360.0,-2375.0,4500.0,4500.0
2137382,100042,0.0,86,-1051.0,-1051.0,32.85,32.85
2137382,100042,0.0,103,-533.0,-533.0,32.85,32.85
1643959,100042,1.0,7,-1721.0,-1721.0,18619.245,18619.245
2137382,100042,0.0,107,-412.0,-412.0,32.85,32.85
2137382,100042,0.0,117,-106.0,-106.0,32.85,32.85
2137382,100042,0.0,27,-2086.0,-2103.0,4500.0,4500.0
2137382,100042,0.0,100,-624.0,-624.0,32.85,32.85
1716930,100042,1.0,5,-1555.0,-1560.0,20150.55,20150.55
2137382,100042,0.0,35,-1964.0,-1994.0,4078.8,4078.8
2137382,100042,0.0,94,-808.0,-808.0,32.85,32.85
2137382,100042,0.0,51,-1691.0,-1705.0,4500.0,4500.0
2137382,100042,0.0,59,-1568.0,-1580.0,4500.0,4500.0
2604725,100042,1.0,1,-1214.0,-1218.0,38934.18,38934.18
2137382,100042,0.0,114,-198.0,-198.0,32.85,32.85
2604725,100042,1.0,9,-974.0,-977.0,38934.18,38934.18
2137382,100042,0.0,111,-290.0,-290.0,32.85,32.85
1643959,100042,1.0,1,-1901.0,-1902.0,18619.245,18619.245
1643964,100042,1.0,2,-2277.0,-2282.0,13431.6,13431.6
2137382,100042,0.0,87,-1020.0,-1020.0,32.85,32.85
2137382,100042,0.0,34,-2005.0,-2005.0,83475.0,83475.0
1125423,100042,1.0,6,-2569.0,-2582.0,10602.45,10602.45
2137382,100042,0.0,17,-2239.0,-2254.0,4500.0,4500.0
2137382,100042,0.0,75,-1386.0,-1386.0,32.85,32.85
2604725,100042,1.0,5,-1094.0,-1126.0,38934.18,6263.28
2137382,100042,0.0,63,-1509.0,-1522.0,4500.0,4500.0
1643964,100042,1.0,10,-2037.0,-2043.0,13431.6,13431.6
2137382,100042,0.0,96,-747.0,-747.0,32.85,32.85
2604725,100042,1.0,12,-884.0,-914.0,38934.18,38934.18
1716930,100042,1.0,10,-1405.0,-1411.0,20150.55,20150.55
1643959,100042,1.0,6,-1751.0,-1752.0,18619.245,18619.245
2137382,100042,0.0,104,-502.0,-502.0,32.85,32.85
2137382,100042,0.0,12,-2347.0,-2347.0,4275.0,4275.0
2137382,100042,0.0,47,-1752.0,-1764.0,4500.0,4500.0
2137382,100042,0.0,67,-1448.0,-1469.0,4500.0,4500.0
2604725,100042,2.0,17,-734.0,-740.0,642481.83,642481.83
2137382,100042,0.0,11,-2329.0,-2347.0,4500.0,4500.0
2137382,100042,0.0,99,-655.0,-655.0,32.85,32.85
2137382,100042,0.0,112,-259.0,-259.0,32.85,32.85
1643964,100042,2.0,11,-2007.0,-2012.0,26144.775,26144.775
2604725,100042,1.0,13,-854.0,-885.0,38934.18,38934.18
2137382,100042,0.0,73,-1395.0,-1395.0,58995.0,58995.0
2137382,100042,0.0,8,-2404.0,-2404.0,9000.0,9000.0
2137382,100042,0.0,62,-1550.0,-1550.0,4500.0,4500.0
2137382,100042,0.0,108,-382.0,-382.0,32.85,32.85
2137382,100042,0.0,15,-2270.0,-2282.0,4500.0,4500.0
2137382,100042,0.0,46,-1783.0,-1795.0,4500.0,4500.0
2137382,100042,0.0,40,-1874.0,-1887.0,4500.0,4500.0
2137382,100042,0.0,57,-1599.0,-1612.0,4500.0,4500.0
1643964,100042,1.0,1,-2307.0,-2315.0,13431.6,13431.6
2535181,100042,2.0,1,-649.0,-654.0,1082512.575,1082512.575
2137382,100042,0.0,80,-1233.0,-1233.0,32.85,32.85
2137382,100042,0.0,98,-686.0,-686.0,32.85,32.85
2137382,100042,0.0,42,-1844.0,-1858.0,4500.0,4500.0
2137382,100042,0.0,66,-1490.0,-1490.0,9000.0,9000.0
2137382,100042,0.0,71,-1387.0,-1403.0,4500.0,4500.0
1716930,100042,1.0,6,-1525.0,-1530.0,20150.55,20150.55
2137382,100042,0.0,41,-1887.0,-1887.0,4500.0,4500.0
2137382,100042,0.0,7,-2390.0,-2404.0,4500.0,4500.0
