SK_ID_PREV,SK_ID_CURR,MONTHS_BALANCE,AMT_BALANCE,AMT_CREDIT_LIMIT_ACTUAL,AMT_DRAWINGS_ATM_CURRENT,AMT_DRAWINGS_CURRENT,AMT_DRAWINGS_OTHER_CURRENT,AMT_DRAWINGS_POS_CURRENT,AMT_INST_MIN_REGULARITY,AMT_PAYMENT_CURRENT,AMT_PAYMENT_TOTAL_CURRENT,AMT_RECEIVABLE_PRINCIPAL,AMT_RECIVABLE,AMT_TOTAL_RECEIVABLE,CNT_DRAWINGS_ATM_CURRENT,CNT_DRAWINGS_CURRENT,CNT_DRAWINGS_OTHER_CURRENT,CNT_DRAWINGS_POS_CURRENT,CNT_INSTALMENT_MATURE_CUM,NAME_CONTRACT_STATUS,SK_DPD,SK_DPD_DEF
2137382,100042,-12,0.0,45000,0.0,0.0,0.0,0.0,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
2137382,100042,-21,0.0,45000,0.0,0.0,0.0,0.0,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
2137382,100042,-5,0.0,45000,0.0,0.0,0.0,0.0,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
2137382,100042,-17,0.0,45000,0.0,0.0,0.0,0.0,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
2137382,100042,-68,54106.29,90000,0.0,0.0,0.0,0.0,4500.0,9000.0,9000.0,51842.43,54106.29,54106.29,0.0,0,0.0,0.0,16.0,Active,0,0
2137382,100042,-1,0.0,45000,0.0,0.0,0.0,0.0,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
2137382,100042,-14,0.0,45000,0.0,0.0,0.0,0.0,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
2137382,100042,-37,0.0,90000,0.0,0.0,0.0,0.0,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
2137382,100042,-49,72140.535,90000,0.0,1775.79,0.0,1775.79,4500.0,13500.0,13500.0,69603.57,72140.535,72140.535,0.0,2,0.0,2.0,35.0,Active,0,0
2137382,100042,-25,0.0,90000,0.0,0.0,0.0,0.0,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
2137382,100042,-2,0.0,45000,0.0,0.0,0.0,0.0,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
2137382,100042,-63,76245.885,90000,0.0,0.0,0.0,0.0,4500.0,17685.0,17685.0,73689.12,76245.885,76245.885,0.0,0,0.0,0.0,21.0,Active,0,0
2137382,100042,-62,87803.865,90000,15750.0,15750.0,0.0,0.0,4500.0,9000.0,9000.0,82995.885,87803.865,87803.865,2.0,2,0.0,0.0,22.0,Active,0,0
2137382,100042,-55,65544.975,90000,0.0,0.0,0.0,0.0,4500.0,20385.0,20385.0,63048.105,65544.975,65544.975,0.0,0,0.0,0.0,29.0,Active,0,0
2137382,100042,-45,0.0,90000,0.0,0.0,0.0,0.0,763.965,796.815,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
2137382,100042,-9,0.0,45000,0.0,0.0,0.0,0.0,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
2137382,100042,-58,82817.37,90000,0.0,0.0,0.0,0.0,4500.0,9000.0,9000.0,80112.33,82817.37,82817.37,0.0,0,0.0,0.0,26.0,Active,0,0
2137382,100042,-15,0.0,45000,0.0,0.0,0.0,0.0,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
2137382,100042,-75,81658.35,90000,18000.0,18000.0,0.0,0.0,4500.0,13500.0,13500.0,77355.0,81658.35,81658.35,2.0,2,0.0,0.0,9.0,Active,0,0
2137382,100042,-69,60842.43,90000,22500.0,22500.0,0.0,0.0,4500.0,13500.0,13500.0,56258.91,60842.43,60842.43,2.0,2,0.0,0.0,15.0,Active,0,0
2137382,100042,-54,92211.93,90000,0.0,86580.0,86580.0,0.0,4500.0,66150.0,66150.0,85974.975,92211.93,92211.93,0.0,1,1.0,0.0,30.0,Active,0,0
2137382,100042,-20,0.0,45000,0.0,0.0,0.0,0.0,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
2137382,100042,-50,81327.78,90000,0.0,6851.25,0.0,6851.25,4500.0,9000.0,9000.0,78745.77,81327.78,81327.78,0.0,1,0.0,1.0,34.0,Active,0,0
2137382,100042,-3,0.0,45000,0.0,0.0,0.0,0.0,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
2137382,100042,-73,59743.8,90000,0.0,0.0,0.0,0.0,4500.0,13500.0,13500.0,57411.585,59743.8,59743.8,0.0,0,0.0,0.0,11.0,Active,0,0
2137382,100042,-11,0.0,45000,0.0,0.0,0.0,0.0,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
2137382,100042,-32,0.0,90000,0.0,0.0,0.0,0.0,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
2137382,100042,-82,90097.47,90000,0.0,14544.0,14544.0,0.0,4500.0,4342.5,4342.5,86870.97,90097.47,90097.47,0.0,1,1.0,0.0,2.0,Active,1,0
2137382,100042,-51,80894.52,90000,0.0,7074.0,0.0,7074.0,4500.0,9000.0,9000.0,78419.52,80894.52,80894.52,0.0,1,0.0,1.0,33.0,Active,0,0
2137382,100042,-22,0.0,90000,0.0,0.0,0.0,0.0,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
2137382,100042,-4,0.0,45000,0.0,0.0,0.0,0.0,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
2137382,100042,-10,0.0,45000,0.0,0.0,0.0,0.0,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
2137382,100042,-74,70911.585,90000,0.0,0.0,0.0,0.0,4500.0,13275.0,13275.0,68383.35,70911.585,70911.585,0.0,0,0.0,0.0,10.0,Active,0,0
2137382,100042,-13,0.0,45000,0.0,0.0,0.0,0.0,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
2137382,100042,-52,80345.52,90000,0.0,0.0,0.0,0.0,4500.0,9000.0,9000.0,77679.945,80345.52,80345.52,0.0,0,0.0,0.0,32.0,Active,0,0
2137382,100042,-48,75799.44,90000,9000.0,9000.0,0.0,0.0,4500.0,9000.0,9000.0,72140.535,75799.44,75799.44,1.0,1,0.0,0.0,36.0,Active,0,0
2137382,100042,-60,90906.525,90000,9000.0,9000.0,0.0,0.0,4500.0,9000.0,9000.0,87096.15,90906.525,90906.525,1.0,1,0.0,0.0,24.0,Active,0,0
2137382,100042,-33,0.0,90000,0.0,0.0,0.0,0.0,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
2137382,100042,-16,0.0,45000,0.0,0.0,0.0,0.0,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
2137382,100042,-84,71911.125,90000,0.0,68175.0,68175.0,0.0,,0.0,0.0,68175.0,71911.125,71911.125,0.0,1,1.0,0.0,,Active,0,0
2137382,100042,-29,0.0,90000,0.0,0.0,0.0,0.0,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
2137382,100042,-34,0.0,90000,0.0,0.0,0.0,0.0,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
2137382,100042,-83,76669.47,90000,0.0,11362.5,11362.5,0.0,4500.0,8887.5,8887.5,74386.125,76669.47,76669.47,0.0,1,1.0,0.0,1.0,Active,0,0
2137382,100042,-46,763.965,90000,0.0,0.0,0.0,0.0,4500.0,70020.0,70020.0,0.0,-32.85,-32.85,0.0,0,0.0,0.0,38.0,Active,0,0
2137382,100042,-53,86679.945,90000,0.0,741.6,0.0,741.6,4500.0,9000.0,9000.0,83953.53,86679.945,86679.945,0.0,2,0.0,2.0,31.0,Active,0,0
2137382,100042,-59,89112.33,90000,0.0,0.0,0.0,0.0,4500.0,4500.0,4500.0,86406.525,89112.33,89112.33,0.0,0,0.0,0.0,25.0,Active,0,0
2137382,100042,-77,83568.51,90000,0.0,0.0,0.0,0.0,4500.0,8775.0,8775.0,80880.57,83568.51,83568.51,0.0,0,0.0,0.0,7.0,Active,0,0
2137382,100042,-41,0.0,90000,0.0,0.0,0.0,0.0,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
2137382,100042,-18,0.0,45000,0.0,0.0,0.0,0.0,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
2137382,100042,-67,42755.085,90000,0.0,0.0,0.0,0.0,4500.0,13500.0,13500.0,40606.29,42755.085,42755.085,0.0,0,0.0,0.0,17.0,Active,0,0
2137382,100042,-56,83433.105,90000,0.0,2950.65,0.0,2950.65,4500.0,9000.0,9000.0,80812.8,83433.105,83433.105,0.0,1,0.0,1.0,28.0,Active,0,0
2137382,100042,-72,48456.315,90000,0.0,0.0,0.0,0.0,4500.0,13500.0,13500.0,46243.8,48456.315,48456.315,0.0,0,0.0,0.0,12.0,Active,0,0
2137382,100042,-44,0.0,90000,0.0,0.0,0.0,0.0,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
2137382,100042,-6,0.0,45000,0.0,0.0,0.0,0.0,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
2137382,100042,-64,91374.12,90000,0.0,0.0,0.0,0.0,4500.0,4500.0,4500.0,87108.885,91374.12,91374.12,0.0,0,0.0,0.0,20.0,Active,0,0
2137382,100042,-81,88493.715,90000,0.0,0.0,0.0,0.0,4500.0,4342.5,4342.5,85754.97,88493.715,88493.715,0.0,0,0.0,0.0,3.0,Active,1,0
2137382,100042,-28,0.0,90000,0.0,0.0,0.0,0.0,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
2137382,100042,-26,0.0,90000,0.0,0.0,0.0,0.0,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
2137382,100042,-38,0.0,90000,0.0,0.0,0.0,0.0,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
2137382,100042,-79,72269.055,90000,0.0,0.0,0.0,0.0,4500.0,13500.0,13500.0,69701.625,72269.055,72269.055,0.0,0,0.0,0.0,5.0,Active,0,0
2137382,100042,-57,86862.15,90000,4500.0,9281.7,0.0,4781.7,4500.0,9000.0,9000.0,83099.07,86862.15,86862.15,1.0,2,0.0,1.0,27.0,Active,0,0
2137382,100042,-39,0.0,90000,0.0,0.0,0.0,0.0,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
2137382,100042,-47,69223.185,90000,0.0,0.0,0.0,0.0,4500.0,9000.0,9000.0,66799.44,69223.185,69223.185,0.0,0,0.0,0.0,37.0,Active,0,0
2137382,100042,-30,0.0,90000,0.0,0.0,0.0,0.0,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
2137382,100042,-43,0.0,90000,0.0,0.0,0.0,0.0,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
2137382,100042,-78,89655.57,90000,0.0,27270.0,27270.0,0.0,4500.0,13275.0,13275.0,86264.055,89655.57,89655.57,0.0,1,1.0,0.0,6.0,Active,0,0
2137382,100042,-76,72855.0,90000,0.0,0.0,0.0,0.0,4500.0,13275.0,13275.0,70293.51,72855.0,72855.0,0.0,0,0.0,0.0,8.0,Active,0,0
2137382,100042,-70,47258.91,90000,27000.0,27000.0,0.0,0.0,4500.0,13500.0,13500.0,43184.52,47258.91,47258.91,2.0,2,0.0,0.0,14.0,Active,0,0
2137382,100042,-31,0.0,90000,0.0,0.0,0.0,0.0,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
2137382,100042,-24,0.0,90000,0.0,0.0,0.0,0.0,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
2137382,100042,-7,0.0,45000,0.0,0.0,0.0,0.0,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
2137382,100042,-66,4078.8,90000,40500.0,40500.0,0.0,0.0,4500.0,87975.0,87975.0,0.0,0.0,0.0,3.0,3,0.0,0.0,18.0,Active,0,0
2137382,100042,-42,0.0,90000,0.0,0.0,0.0,0.0,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
2137382,100042,-71,29684.52,90000,27000.0,27000.0,0.0,0.0,4500.0,48735.0,48735.0,26721.315,29684.52,29684.52,1.0,1,0.0,0.0,13.0,Active,0,0
2137382,100042,-23,0.0,90000,0.0,0.0,0.0,0.0,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
2137382,100042,-65,93118.455,90000,87750.0,87750.0,0.0,0.0,4078.8,4719.915,0.0,87108.885,93118.455,93118.455,3.0,3,0.0,0.0,19.0,Active,0,0
2137382,100042,-27,0.0,90000,0.0,0.0,0.0,0.0,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
2137382,100042,-40,0.0,90000,0.0,0.0,0.0,0.0,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
2137382,100042,-36,0.0,90000,0.0,0.0,0.0,0.0,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
2137382,100042,-8,0.0,45000,0.0,0.0,0.0,0.0,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
2137382,100042,-19,0.0,45000,0.0,0.0,0.0,0.0,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
2137382,100042,-61,87096.15,90000,4500.0,4500.0,0.0,0.0,4500.0,9000.0,9000.0,83303.865,87096.15,87096.15,1.0,1,0.0,0.0,23.0,Active,0,0
2137382,100042,-35,0.0,90000,0.0,0.0,0.0,0.0,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
1557583,100043,-29,382336.92,427500,0.0,0.0,0.0,0.0,20493.225,22500.0,2572.11,376057.575,382336.92,382336.92,0.0,0,0.0,0.0,3.0,Active,0,0
1557583,100043,-4,0.0,45000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,20.0,Active,0,0
1557583,100043,-5,0.0,45000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,20.0,Active,0,0
1557583,100043,-23,394167.33,427500,0.0,0.0,0.0,0.0,20989.665,43650.0,23120.235,388095.345,394167.33,394167.33,0.0,0,0.0,0.0,9.0,Active,0,0
1557583,100043,-12,0.0,45000,0.0,0.0,0.0,0.0,281.16,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,20.0,Active,0,0
1557583,100043,-18,342162.405,427500,0.0,0.0,0.0,0.0,18288.675,17100.0,0.0,336942.81,342162.405,342162.405,0.0,0,0.0,0.0,14.0,Active,0,0
1557583,100043,-19,349441.65,427500,0.0,0.0,0.0,0.0,18912.24,22050.0,3761.325,343723.32,349441.65,349441.65,0.0,0,0.0,0.0,13.0,Active,0,0
1557583,100043,-15,3370.14,427500,0.0,0.0,0.0,0.0,16876.125,333000.0,316515.69,0.0,281.16,281.16,0.0,0,0.0,0.0,17.0,Active,0,0
1557583,100043,-20,361005.21,427500,0.0,0.0,0.0,0.0,19463.31,22050.0,3137.76,356194.935,361005.21,361005.21,0.0,0,0.0,0.0,12.0,Active,0,0
1557583,100043,-9,0.0,45000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,20.0,Active,0,0
1557583,100043,-7,0.0,45000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,20.0,Active,0,0
1557583,100043,-11,0.0,45000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,20.0,Active,0,0
1557583,100043,-16,325621.125,427500,0.0,0.0,0.0,0.0,17265.645,16875.0,0.0,320647.635,325621.125,325621.125,0.0,0,0.0,0.0,16.0,Active,0,0
1557583,100043,-32,401864.085,427500,0.0,0.0,0.0,0.0,,22500.0,1281.78,401864.085,401864.085,401864.085,0.0,0,0.0,0.0,,Active,0,0
1557583,100043,-25,435861.585,427500,67500.0,67500.0,0.0,0.0,18361.17,18585.0,18585.0,416138.31,433170.585,433170.585,2.0,2,0.0,0.0,7.0,Active,0,0
1557583,100043,-14,281.16,427500,0.0,0.0,0.0,0.0,16484.31,3088.98,838.98,0.0,281.16,281.16,0.0,0,0.0,0.0,18.0,Active,0,0
1557583,100043,-13,0.0,427500,0.0,0.0,0.0,0.0,2250.0,281.16,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,19.0,Active,0,0
1557583,100043,-1,0.0,22500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,20.0,Active,0,0
1557583,100043,-3,0.0,45000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,20.0,Active,0,0
1557583,100043,-26,373002.84,427500,0.0,0.0,0.0,0.0,18771.66,18900.0,18900.0,356533.335,373002.84,373002.84,0.0,0,0.0,0.0,6.0,Active,0,0
1557583,100043,-30,393386.355,427500,0.0,0.0,0.0,0.0,21026.475,45000.0,24506.775,387364.545,393386.355,393386.355,0.0,0,0.0,0.0,2.0,Active,0,0
1557583,100043,-24,426405.87,427500,0.0,0.0,0.0,0.0,21475.62,21600.0,21600.0,407912.625,426405.87,426405.87,0.0,0,0.0,0.0,8.0,Active,0,0
1557583,100043,-28,370562.58,427500,0.0,0.0,0.0,0.0,19927.89,22500.0,3132.135,364857.165,370562.58,370562.58,0.0,0,0.0,0.0,4.0,Active,0,0
1557583,100043,-8,0.0,45000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,20.0,Active,0,0
1557583,100043,-6,0.0,45000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,20.0,Active,0,0
1557583,100043,-10,0.0,45000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,20.0,Active,0,0
1557583,100043,-27,381347.82,427500,0.0,0.0,0.0,0.0,19367.865,0.0,0.0,364857.165,381347.82,381347.82,0.0,0,0.0,0.0,5.0,Active,0,0
1557583,100043,-2,0.0,22500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,20.0,Active,0,0
1557583,100043,-33,424364.085,427500,0.0,424364.085,0.0,424364.085,,,0.0,424364.085,424364.085,424364.085,0.0,10,0.0,10.0,,Active,0,0
1557583,100043,-22,384206.58,427500,0.0,0.0,0.0,0.0,20529.765,21375.0,1407.6,377973.315,384206.58,384206.58,0.0,0,0.0,0.0,10.0,Active,0,0
1557583,100043,-21,373329.27,427500,0.0,0.0,0.0,0.0,19967.4,22050.0,2586.69,367216.245,373329.27,373329.27,0.0,0,0.0,0.0,11.0,Active,0,0
1557583,100043,-17,333135.135,427500,0.0,0.0,0.0,0.0,17702.145,18900.0,1634.355,327762.495,333135.135,333135.135,0.0,0,0.0,0.0,15.0,Active,0,0
1557583,100043,-31,427043.655,427500,0.0,0.0,0.0,0.0,21218.22,0.0,0.0,401864.085,427043.655,427043.655,0.0,0,0.0,0.0,1.0,Active,0,0
1472630,100047,-16,0.0,450000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1472630,100047,-21,0.0,450000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1472630,100047,-24,0.0,450000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
1472630,100047,-34,0.0,450000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
1472630,100047,-30,0.0,450000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
1472630,100047,-38,0.0,450000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
1472630,100047,-29,0.0,450000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
1472630,100047,-25,0.0,450000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
1472630,100047,-26,0.0,450000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
1472630,100047,-5,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1472630,100047,-36,0.0,450000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
1472630,100047,-35,0.0,450000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
1472630,100047,-19,0.0,450000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1472630,100047,-14,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1472630,100047,-7,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1472630,100047,-10,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1472630,100047,-27,0.0,450000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
1472630,100047,-31,0.0,450000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
1472630,100047,-13,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1472630,100047,-18,0.0,450000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1472630,100047,-28,0.0,450000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
1472630,100047,-32,0.0,450000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
1472630,100047,-17,0.0,450000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1472630,100047,-11,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1472630,100047,-12,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1472630,100047,-9,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1472630,100047,-23,0.0,450000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
1472630,100047,-4,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1472630,100047,-20,0.0,450000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1472630,100047,-39,0.0,450000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Signed,0,0
1472630,100047,-33,0.0,450000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
1472630,100047,-8,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1472630,100047,-15,0.0,450000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1472630,100047,-37,0.0,450000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
1472630,100047,-6,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1472630,100047,-22,0.0,450000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1060558,100048,-26,115797.96,225000,0.0,31837.5,0.0,31837.5,4585.14,4950.0,4950.0,113639.94,116600.31,116600.31,0.0,1,0.0,1.0,4.0,Active,0,0
1060558,100048,-25,102792.555,225000,0.0,0.0,0.0,0.0,6106.14,11250.0,11250.0,99622.485,103836.195,103836.195,0.0,0,0.0,0.0,5.0,Active,0,0
1060558,100048,-10,0.0,225000,0.0,0.0,0.0,0.0,0.0,1458.27,1458.27,0.0,0.0,0.0,0.0,0,0.0,0.0,17.0,Active,0,0
1060558,100048,-19,149341.365,225000,0.0,0.0,0.0,0.0,8172.27,9000.0,9000.0,145445.805,150683.625,150683.625,0.0,0,0.0,0.0,11.0,Active,0,0
1060558,100048,-12,0.0,225000,0.0,0.0,0.0,0.0,0.0,1458.27,1458.27,0.0,0.0,0.0,0.0,0,0.0,0.0,17.0,Active,0,0
1060558,100048,-28,31388.22,225000,0.0,47457.0,0.0,47457.0,5045.85,59850.0,59850.0,28673.64,32288.85,32288.85,0.0,1,0.0,1.0,2.0,Active,0,0
1060558,100048,-16,133724.835,225000,0.0,0.0,0.0,0.0,7455.24,9450.0,9450.0,130204.485,134960.715,134960.715,0.0,0,0.0,0.0,14.0,Active,0,0
1060558,100048,-15,1865.88,225000,0.0,0.0,0.0,0.0,7245.765,148500.0,148500.0,0.0,0.0,0.0,0.0,0,0.0,0.0,15.0,Active,0,0
1060558,100048,-20,150251.625,225000,0.0,0.0,0.0,0.0,8431.245,11250.0,11250.0,146124.63,151633.62,151633.62,0.0,0,0.0,0.0,10.0,Active,0,0
1060558,100048,-13,0.0,225000,0.0,0.0,0.0,0.0,130.5,1588.77,1588.77,0.0,0.0,0.0,0.0,0,0.0,0.0,17.0,Active,0,0
1060558,100048,-22,169500.375,225000,0.0,60696.0,0.0,60696.0,8930.205,13500.0,13500.0,165104.235,170969.49,170969.49,0.0,1,0.0,1.0,8.0,Active,0,0
1060558,100048,-11,0.0,225000,0.0,0.0,0.0,0.0,0.0,1458.27,1458.27,0.0,0.0,0.0,0.0,0,0.0,0.0,17.0,Active,0,0
1060558,100048,-4,0.0,225000,0.0,0.0,0.0,0.0,0.0,1458.27,1458.27,0.0,0.0,0.0,0.0,0,0.0,0.0,17.0,Active,0,0
1060558,100048,-17,133819.56,225000,0.0,0.0,0.0,0.0,7852.725,13500.0,13500.0,130054.635,135114.705,135114.705,0.0,0,0.0,0.0,13.0,Active,0,0
1060558,100048,-2,27302.4,225000,27000.0,27000.0,0.0,0.0,0.0,1458.27,1458.27,25541.73,25956.9,25956.9,1.0,1,0.0,0.0,17.0,Active,0,0
1060558,100048,-14,0.0,225000,0.0,0.0,0.0,0.0,1996.38,3585.15,3585.15,0.0,0.0,0.0,0.0,0,0.0,0.0,16.0,Active,0,0
1060558,100048,-7,0.0,225000,0.0,0.0,0.0,0.0,0.0,1458.27,1458.27,0.0,0.0,0.0,0.0,0,0.0,0.0,17.0,Active,0,0
1060558,100048,-1,280.89,225000,0.0,0.0,0.0,0.0,2250.0,23400.0,23400.0,0.0,0.0,0.0,0.0,0,0.0,0.0,18.0,Active,0,0
