SK_ID_PREV,SK_ID_CURR,MONTHS_BALANCE,CNT_INSTALMENT,CNT_INSTALMENT_FUTURE,NAME_CONTRACT_STATUS,SK_DPD,SK_DPD_DEF
1562063,100017,-11,24.0,15.0,Active,0,0
1562063,100017,-12,24.0,16.0,Active,0,0
2769249,100017,-75,10.0,5.0,Active,0,0
1562063,100017,-9,24.0,13.0,Active,0,0
1562063,100017,-14,24.0,18.0,Active,0,0
1562063,100017,-2,24.0,6.0,Active,0,0
1562063,100017,-20,24.0,24.0,Active,0,0
1562063,100017,-1,24.0,5.0,Active,0,0
1562063,100017,-3,24.0,7.0,Active,0,0
2769249,100017,-77,10.0,7.0,Active,0,0
1562063,100017,-6,24.0,10.0,Active,0,0
2769249,100017,-72,10.0,2.0,Active,0,0
2769249,100017,-78,10.0,8.0,Active,0,0
2769249,100017,-74,10.0,4.0,Active,0,0
1562063,100017,-4,24.0,8.0,Active,0,0
2769249,100017,-76,10.0,6.0,Active,0,0
2769249,100017,-70,10.0,0.0,Completed,0,0
1562063,100017,-16,24.0,20.0,Active,0,0
1562063,100017,-17,24.0,21.0,Active,0,0
1562063,100017,-5,24.0,9.0,Active,0,0
1562063,100017,-18,24.0,22.0,Active,0,0
2769249,100017,-80,10.0,10.0,Active,0,0
1251951,100018,-2,10.0,6.0,Active,0,0
2704445,100018,-27,7.0,1.0,Active,0,0
1176822,100018,-53,12.0,11.0,Active,0,0
1176822,100018,-48,12.0,6.0,Active,0,0
2704445,100018,-30,7.0,4.0,Active,0,0
1251951,100018,-3,10.0,7.0,Active,0,0
1176822,100018,-47,12.0,5.0,Active,0,0
1176822,100018,-45,12.0,3.0,Active,0,0
1251951,100018,-6,10.0,10.0,Active,0,0
1176822,100018,-49,12.0,7.0,Active,0,0
2704445,100018,-29,7.0,3.0,Active,0,0
2704445,100018,-31,6.0,5.0,Active,0,0
2704445,100018,-32,6.0,6.0,Active,0,0
1251951,100018,-4,10.0,8.0,Active,0,0
1176822,100018,-50,12.0,8.0,Active,0,0
1176822,100018,-46,12.0,4.0,Active,0,0
1176822,100018,-54,12.0,12.0,Active,0,0
1176822,100018,-42,12.0,0.0,Completed,0,0
2704445,100018,-26,7.0,0.0,Completed,0,0
1176822,100018,-51,12.0,9.0,Active,0,0
1176822,100018,-52,12.0,10.0,Active,0,0
1251951,100018,-5,10.0,9.0,Active,0,0
1176822,100018,-44,12.0,2.0,Active,0,0
1176822,100018,-43,12.0,1.0,Active,0,0
2704445,100018,-28,7.0,2.0,Active,0,0
1620327,100019,-29,12.0,10.0,Active,0,0
1620327,100019,-30,12.0,11.0,Active,0,0
1620327,100019,-26,12.0,7.0,Active,0,0
1620327,100019,-31,12.0,12.0,Active,0,0
1620327,100019,-27,12.0,8.0,Active,0,0
1620327,100019,-24,7.0,0.0,Completed,0,0
1620327,100019,-25,12.0,6.0,Active,0,0
1620327,100019,-28,12.0,9.0,Active,0,0
1294812,100020,-12,6.0,2.0,Active,0,0
1294812,100020,-10,6.0,0.0,Completed,0,0
1294812,100020,-11,6.0,1.0,Active,0,0
1294812,100020,-16,6.0,6.0,Active,0,0
1074770,100020,-5,8.0,5.0,Active,0,0
1294812,100020,-13,6.0,3.0,Active,0,0
1074770,100020,-2,8.0,2.0,Active,0,0
1074770,100020,-7,8.0,7.0,Active,0,0
1074770,100020,-4,8.0,4.0,Active,0,0
1074770,100020,-6,8.0,6.0,Active,0,0
1294812,100020,-15,6.0,5.0,Active,0,0
1294812,100020,-14,6.0,4.0,Active,0,0
1074770,100020,-3,8.0,3.0,Active,0,0
1074770,100020,-8,8.0,8.0,Active,0,0
1485871,100021,-17,3.0,0.0,Completed,0,0
2425547,100021,-23,12.0,7.0,Active,0,0
2425547,100021,-26,12.0,10.0,Active,0,0
1213820,100021,-6,12.0,9.0,Active,0,0
1973524,100021,-90,6.0,4.0,Active,0,0
1973524,100021,-88,6.0,2.0,Active,0,0
1213820,100021,-8,12.0,11.0,Active,0,0
1213820,100021,-4,12.0,7.0,Active,0,0
1213820,100021,-7,12.0,10.0,Active,0,0
2425547,100021,-22,6.0,0.0,Completed,0,0
2425547,100021,-24,12.0,8.0,Active,0,0
2425547,100021,-27,12.0,11.0,Active,0,0
1485871,100021,-19,6.0,5.0,Active,0,0
1485871,100021,-20,6.0,6.0,Active,0,0
1213820,100021,-2,12.0,5.0,Active,0,0
1485871,100021,-18,6.0,4.0,Active,0,0
1973524,100021,-89,6.0,3.0,Active,0,0
1973524,100021,-92,6.0,6.0,Active,0,0
1973524,100021,-85,6.0,0.0,Completed,0,0
1973524,100021,-86,6.0,0.0,Active,0,0
1213820,100021,-9,12.0,12.0,Active,0,0
2425547,100021,-28,12.0,12.0,Active,0,0
2425547,100021,-25,12.0,9.0,Active,0,0
1973524,100021,-87,6.0,1.0,Active,0,0
1213820,100021,-3,12.0,6.0,Active,0,0
1973524,100021,-91,6.0,5.0,Active,0,0
1213820,100021,-5,12.0,8.0,Active,0,0
1319299,100022,-8,18.0,18.0,Active,0,0
1319299,100022,-5,18.0,15.0,Active,0,0
1319299,100022,-7,18.0,17.0,Active,0,0
1319299,100022,-6,18.0,16.0,Active,0,0
1319299,100022,-4,18.0,14.0,Active,0,0
1319299,100022,-2,18.0,12.0,Active,0,0
1319299,100022,-3,18.0,13.0,Active,0,0
2411919,100023,-49,14.0,2.0,Active,0,0
1131053,100023,-78,8.0,6.0,Active,0,0
2411919,100023,-56,14.0,9.0,Active,0,0
1131053,100023,-73,8.0,1.0,Active,0,0
2411919,100023,-59,14.0,12.0,Active,0,0
2411919,100023,-60,14.0,13.0,Active,0,0
1131053,100023,-72,8.0,0.0,Completed,0,0
2411919,100023,-61,14.0,14.0,Active,0,0
2454202,100023,-9,24.0,24.0,Active,0,0
2411919,100023,-48,14.0,1.0,Active,0,0
2411919,100023,-54,14.0,7.0,Active,0,0
2454202,100023,-5,4.0,0.0,Completed,0,0
1131053,100023,-80,8.0,8.0,Active,0,0
2411919,100023,-51,14.0,4.0,Active,0,0
2411919,100023,-55,14.0,8.0,Active,0,0
2454202,100023,-8,24.0,23.0,Active,0,0
2411919,100023,-47,14.0,0.0,Completed,0,0
1131053,100023,-76,8.0,4.0,Active,0,0
2454202,100023,-7,24.0,22.0,Active,0,0
1131053,100023,-74,8.0,2.0,Active,0,0
2411919,100023,-57,14.0,10.0,Active,0,0
2454202,100023,-6,24.0,21.0,Active,0,0
2411919,100023,-53,14.0,6.0,Active,0,0
1131053,100023,-77,8.0,5.0,Active,0,0
2411919,100023,-58,14.0,11.0,Active,0,0
1131053,100023,-79,8.0,7.0,Active,0,0
2411919,100023,-50,14.0,3.0,Active,0,0
2411919,100023,-52,14.0,5.0,Active,0,0
1131053,100023,-75,8.0,3.0,Active,0,0
1189316,100025,-56,18.0,18.0,Active,0,0
1189316,100025,-45,18.0,7.0,Active,0,0
1239349,100025,-25,18.0,14.0,Active,0,0
1271192,100025,-68,6.0,6.0,Active,0,0
1271192,100025,-67,6.0,5.0,Active,0,0
1189316,100025,-51,18.0,13.0,Active,0,0
1189316,100025,-47,18.0,9.0,Active,0,0
1239349,100025,-28,18.0,17.0,Active,0,0
1271192,100025,-64,6.0,2.0,Active,0,0
2835799,100025,-29,6.0,0.0,Completed,0,0
2835799,100025,-33,18.0,16.0,Active,0,0
1189316,100025,-46,18.0,8.0,Active,0,0
1189316,100025,-49,18.0,11.0,Active,0,0
1271192,100025,-65,6.0,3.0,Active,0,0
1189316,100025,-43,18.0,5.0,Active,0,0
1239349,100025,-24,18.0,13.0,Active,0,0
2835799,100025,-34,18.0,17.0,Active,0,0
1189316,100025,-40,18.0,2.0,Active,0,0
1189316,100025,-39,18.0,1.0,Active,0,0
1239349,100025,-22,7.0,0.0,Completed,0,0
2835799,100025,-31,18.0,14.0,Active,0,0
1189316,100025,-44,18.0,6.0,Active,0,0
1271192,100025,-63,6.0,1.0,Active,0,0
1239349,100025,-26,18.0,15.0,Active,0,0
1239349,100025,-29,18.0,18.0,Active,0,0
1239349,100025,-27,18.0,16.0,Active,0,0
1189316,100025,-53,18.0,15.0,Active,0,0
1189316,100025,-42,18.0,4.0,Active,0,0
1271192,100025,-66,6.0,4.0,Active,0,0
1189316,100025,-52,18.0,14.0,Active,0,0
1189316,100025,-50,18.0,12.0,Active,0,0
1189316,100025,-55,18.0,17.0,Active,0,0
2835799,100025,-32,18.0,15.0,Active,0,0
1189316,100025,-38,18.0,0.0,Completed,0,0
1189316,100025,-48,18.0,10.0,Active,0,0
2835799,100025,-30,18.0,13.0,Active,0,0
2835799,100025,-35,18.0,18.0,Active,0,0
1189316,100025,-54,18.0,16.0,Active,0,0
1189316,100025,-41,18.0,3.0,Active,0,0
1239349,100025,-23,18.0,12.0,Active,0,0
1772508,100026,-13,2.0,0.0,Active,0,0
1772508,100026,-15,36.0,36.0,Active,0,0
1772508,100026,-14,36.0,35.0,Active,0,0
1252218,100026,-47,6.0,6.0,Active,0,0
1252218,100026,-44,6.0,3.0,Active,0,0
1252218,100026,-46,6.0,5.0,Active,0,0
1252218,100026,-45,6.0,4.0,Active,0,0
1252218,100026,-41,6.0,0.0,Completed,0,0
1252218,100026,-42,6.0,1.0,Active,0,0
1252218,100026,-43,6.0,2.0,Active,0,0
1772508,100026,-12,2.0,0.0,Completed,0,0
1811514,100027,-14,12.0,11.0,Active,0,0
2447872,100027,-21,10.0,5.0,Active,0,0
2447872,100027,-16,10.0,0.0,Completed,0,0
2447872,100027,-25,10.0,9.0,Active,0,0
2447872,100027,-20,10.0,4.0,Active,0,0
1811514,100027,-13,12.0,10.0,Active,0,0
2447872,100027,-24,10.0,8.0,Active,0,0
1811514,100027,-15,12.0,12.0,Active,0,0
2447872,100027,-19,10.0,3.0,Active,0,0
1811514,100027,-8,12.0,4.0,Active,0,0
1811514,100027,-12,12.0,9.0,Active,0,0
1811514,100027,-5,12.0,2.0,Active,0,0
2447872,100027,-17,10.0,1.0,Active,0,0
1811514,100027,-7,12.0,4.0,Active,0,0
2447872,100027,-26,10.0,10.0,Active,0,0
2447872,100027,-23,10.0,7.0,Active,0,0
1811514,100027,-4,12.0,0.0,Active,0,0
1811514,100027,-11,12.0,8.0,Active,0,0
1811514,100027,-9,12.0,6.0,Active,0,0
1811514,100027,-6,12.0,3.0,Active,0,0
2447872,100027,-18,10.0,2.0,Active,0,0
2447872,100027,-22,10.0,6.0,Active,0,0
1811514,100027,-10,12.0,7.0,Active,0,0
2829726,100028,-36,24.0,0.0,Completed,0,0
2829726,100028,-53,24.0,17.0,Active,0,0
2829726,100028,-54,24.0,18.0,Active,0,0
2829726,100028,-41,24.0,5.0,Active,0,0
2056192,100028,-24,10.0,8.0,Active,0,0
2056192,100028,-21,5.0,0.0,Active,0,0
2829726,100028,-52,24.0,16.0,Active,0,0
2829726,100028,-44,24.0,8.0,Active,0,0
2829726,100028,-37,24.0,1.0,Active,0,0
2829726,100028,-56,24.0,20.0,Active,0,0
2056192,100028,-25,10.0,9.0,Active,0,0
2829726,100028,-55,24.0,19.0,Active,0,0
2056192,100028,-20,5.0,0.0,Completed,0,0
2829726,100028,-58,24.0,23.0,Active,0,0
2829726,100028,-45,24.0,9.0,Active,0,0
2829726,100028,-59,24.0,24.0,Active,0,0
2056192,100028,-22,5.0,1.0,Active,0,0
2829726,100028,-43,24.0,7.0,Active,0,0
2829726,100028,-47,24.0,11.0,Active,0,0
2829726,100028,-39,24.0,3.0,Active,0,0
2829726,100028,-49,24.0,13.0,Active,0,0
2829726,100028,-46,24.0,10.0,Active,0,0
2829726,100028,-38,24.0,2.0,Active,0,0
2829726,100028,-40,24.0,4.0,Active,0,0
2829726,100028,-50,24.0,14.0,Active,0,0
2056192,100028,-23,10.0,7.0,Active,0,0
2829726,100028,-48,24.0,12.0,Active,0,0
2829726,100028,-51,24.0,15.0,Active,0,0
2829726,100028,-42,24.0,6.0,Active,0,0
2056192,100028,-26,10.0,10.0,Active,0,0
2829726,100028,-57,24.0,22.0,Active,0,0
2662898,100029,-8,6.0,3.0,Active,0,0
2662898,100029,-10,6.0,5.0,Active,0,0
2662898,100029,-6,4.0,0.0,Completed,0,0
2662898,100029,-11,6.0,6.0,Active,0,0
2662898,100029,-7,4.0,0.0,Active,0,0
2662898,100029,-9,6.0,4.0,Active,0,0
1143325,100030,-89,1.0,0.0,Active,0,0
2179840,100030,-9,6.0,3.0,Active,0,0
2179840,100030,-8,6.0,2.0,Active,0,0
1143325,100030,-93,1.0,1.0,Active,0,0
2179840,100030,-11,6.0,5.0,Active,0,0
1143325,100030,-91,1.0,0.0,Active,0,0
1143325,100030,-92,1.0,0.0,Active,0,0
1143325,100030,-88,1.0,0.0,Active,0,0
1143325,100030,-90,1.0,0.0,Active,0,0
2179840,100030,-10,6.0,4.0,Active,0,0
1143325,100030,-87,1.0,0.0,Active,0,0
2179840,100030,-7,5.0,0.0,Completed,0,0
1143325,100030,-86,1.0,0.0,Completed,0,0
2179840,100030,-12,6.0,6.0,Active,0,0
1514328,100032,-45,6.0,2.0,Active,0,0
1514328,100032,-43,6.0,0.0,Completed,0,0
1514328,100032,-46,6.0,3.0,Active,0,0
1514328,100032,-48,6.0,5.0,Active,0,0
1514328,100032,-49,6.0,6.0,Active,0,0
1514328,100032,-44,6.0,1.0,Active,0,0
1514328,100032,-47,6.0,4.0,Active,0,0
2037234,100033,-25,12.0,9.0,Active,0,0
2037234,100033,-24,12.0,8.0,Active,0,0
2037234,100033,-17,12.0,0.0,Active,0,0
2037234,100033,-27,12.0,11.0,Active,0,0
2037234,100033,-18,12.0,1.0,Active,2,2
2037234,100033,-16,12.0,0.0,Completed,0,0
2037234,100033,-28,12.0,12.0,Active,0,0
2037234,100033,-22,12.0,6.0,Active,29,0
2037234,100033,-23,12.0,7.0,Active,0,0
2037234,100033,-19,12.0,2.0,Active,0,0
2037234,100033,-21,12.0,5.0,Active,0,0
2037234,100033,-26,12.0,10.0,Active,0,0
2037234,100033,-20,12.0,3.0,Active,1,1
1187878,100034,-7,6.0,3.0,Active,0,0
1187878,100034,-6,4.0,0.0,Completed,0,0
1390369,100034,-15,5.0,0.0,Completed,0,0
1390369,100034,-20,6.0,6.0,Active,0,0
1390369,100034,-16,6.0,2.0,Active,0,0
1390369,100034,-17,6.0,3.0,Active,0,0
1187878,100034,-9,6.0,5.0,Active,0,0
1187878,100034,-10,6.0,6.0,Active,0,0
1187878,100034,-8,6.0,4.0,Active,0,0
1390369,100034,-18,6.0,4.0,Active,0,0
1390369,100034,-19,6.0,5.0,Active,0,0
1905091,100035,-24,24.0,24.0,Active,0,0
2500673,100035,-22,24.0,21.0,Active,0,0
1219930,100035,-66,6.0,4.0,Active,0,0
1198431,100035,-57,12.0,11.0,Active,0,0
1905091,100035,-22,24.0,22.0,Active,0,0
2425354,100035,-29,12.0,2.0,Active,0,0
1198431,100035,-47,12.0,1.0,Active,0,0
1670175,100035,-29,18.0,0.0,Completed,0,0
2500673,100035,-25,24.0,24.0,Active,0,0
1670175,100035,-33,18.0,4.0,Active,0,0
1198431,100035,-52,12.0,6.0,Active,0,0
1670175,100035,-34,18.0,5.0,Active,0,0
1670175,100035,-40,18.0,11.0,Active,0,0
1198431,100035,-48,12.0,2.0,Active,0,0
2425354,100035,-38,12.0,11.0,Active,0,0
2449573,100035,-51,7.0,5.0,Active,0,0
2500673,100035,-23,24.0,22.0,Active,0,0
2425354,100035,-34,12.0,7.0,Active,0,0
2425354,100035,-33,12.0,6.0,Active,0,0
1198431,100035,-55,12.0,9.0,Active,0,0
1198431,100035,-49,12.0,3.0,Active,0,0
1905091,100035,-23,24.0,23.0,Active,0,0
1670175,100035,-37,18.0,8.0,Active,0,0
1670175,100035,-44,18.0,15.0,Active,0,0
1670175,100035,-47,18.0,18.0,Active,0,0
1670175,100035,-30,18.0,1.0,Active,0,0
1219930,100035,-63,6.0,1.0,Active,0,0
2425354,100035,-31,12.0,4.0,Active,0,0
2500673,100035,-24,24.0,23.0,Active,0,0
2449573,100035,-50,7.0,4.0,Active,0,0
1198431,100035,-58,12.0,12.0,Active,0,0
2449573,100035,-48,7.0,2.0,Active,0,0
2425354,100035,-30,12.0,3.0,Active,0,0
1198431,100035,-54,12.0,8.0,Active,0,0
2425354,100035,-32,12.0,5.0,Active,0,0
2425354,100035,-28,12.0,1.0,Active,0,0
1670175,100035,-32,18.0,3.0,Active,0,0
2425354,100035,-39,12.0,12.0,Active,0,0
1198431,100035,-50,12.0,4.0,Active,0,0
1198431,100035,-56,12.0,10.0,Active,0,0
1670175,100035,-38,18.0,9.0,Active,0,0
1198431,100035,-53,12.0,7.0,Active,0,0
2449573,100035,-49,7.0,3.0,Active,0,0
1670175,100035,-43,18.0,14.0,Active,0,0
1670175,100035,-46,18.0,17.0,Active,0,0
2449573,100035,-47,7.0,1.0,Active,0,0
2604720,100035,-26,12.0,11.0,Active,0,0
2604720,100035,-27,12.0,12.0,Active,0,0
1905091,100035,-20,3.0,0.0,Completed,0,0
2425354,100035,-35,12.0,8.0,Active,0,0
2449573,100035,-46,7.0,0.0,Completed,0,0
2425354,100035,-27,12.0,0.0,Completed,0,0
1670175,100035,-36,18.0,7.0,Active,0,0
1670175,100035,-31,18.0,2.0,Active,0,0
1198431,100035,-51,12.0,5.0,Active,0,0
2425354,100035,-37,12.0,10.0,Active,0,0
1219930,100035,-68,6.0,6.0,Active,0,0
1198431,100035,-46,12.0,0.0,Completed,0,0
1219930,100035,-67,6.0,5.0,Active,0,0
2449573,100035,-53,7.0,7.0,Active,0,0
1670175,100035,-42,18.0,13.0,Active,0,0
1670175,100035,-41,18.0,12.0,Active,0,0
1219930,100035,-64,6.0,2.0,Active,0,0
2500673,100035,-20,5.0,0.0,Completed,0,0
2604720,100035,-25,2.0,0.0,Completed,0,0
1905091,100035,-21,3.0,0.0,Active,0,0
2425354,100035,-36,12.0,9.0,Active,0,0
2500673,100035,-21,5.0,1.0,Active,0,0
1219930,100035,-65,6.0,3.0,Active,0,0
2449573,100035,-52,7.0,6.0,Active,0,0
1670175,100035,-35,18.0,6.0,Active,0,0
1670175,100035,-45,18.0,16.0,Active,0,0
1670175,100035,-39,18.0,10.0,Active,0,0
2449573,100035,-54,7.0,7.0,Signed,0,0
1709863,100036,-2,12.0,1.0,Active,0,0
1709863,100036,-8,12.0,7.0,Active,0,0
1709863,100036,-7,12.0,6.0,Active,0,0
1709863,100036,-12,12.0,11.0,Active,0,0
1709863,100036,-13,12.0,12.0,Active,0,0
1709863,100036,-9,12.0,8.0,Active,0,0
1709863,100036,-11,12.0,10.0,Active,0,0
1709863,100036,-4,12.0,3.0,Active,0,0
1709863,100036,-3,12.0,2.0,Active,0,0
1709863,100036,-5,12.0,4.0,Active,0,0
1709863,100036,-10,12.0,9.0,Active,0,0
1709863,100036,-6,12.0,5.0,Active,0,0
2384838,100037,-14,12.0,8.0,Active,0,0
1334240,100037,-53,5.0,2.0,Active,0,0
1923010,100037,-84,6.0,4.0,Active,0,0
1923010,100037,-80,6.0,0.0,Active,0,0
2384838,100037,-18,12.0,12.0,Active,0,0
2384838,100037,-11,12.0,5.0,Active,0,0
2384838,100037,-17,12.0,11.0,Active,0,0
1923010,100037,-86,6.0,6.0,Active,0,0
2384838,100037,-10,12.0,4.0,Active,0,0
2384838,100037,-7,11.0,0.0,Completed,0,0
2384838,100037,-8,12.0,2.0,Active,0,0
1923010,100037,-85,6.0,5.0,Active,0,0
1334240,100037,-56,5.0,5.0,Active,0,0
1334240,100037,-55,5.0,4.0,Active,0,0
1923010,100037,-79,6.0,0.0,Completed,0,0
1334240,100037,-52,5.0,1.0,Active,0,0
1334240,100037,-54,5.0,3.0,Active,0,0
1923010,100037,-83,6.0,3.0,Active,0,0
2384838,100037,-13,12.0,7.0,Active,0,0
2384838,100037,-9,12.0,3.0,Active,0,0
1923010,100037,-81,6.0,1.0,Active,0,0
2384838,100037,-16,12.0,10.0,Active,0,0
1334240,100037,-51,5.0,0.0,Completed,0,0
1923010,100037,-82,6.0,2.0,Active,0,0
2384838,100037,-12,12.0,6.0,Active,0,0
2384838,100037,-15,12.0,9.0,Active,0,0
2327930,100038,-21,12.0,6.0,Active,0,0
2327930,100038,-19,12.0,4.0,Active,0,0
2327930,100038,-27,12.0,12.0,Active,0,0
2327930,100038,-26,12.0,11.0,Active,0,0
2327930,100038,-20,12.0,5.0,Active,0,0
2327930,100038,-17,12.0,1.0,Active,0,0
2327930,100038,-25,12.0,10.0,Active,0,0
2327930,100038,-24,12.0,9.0,Active,0,0
2327930,100038,-16,12.0,1.0,Active,0,0
2327930,100038,-22,12.0,7.0,Active,0,0
2327930,100038,-15,12.0,0.0,Completed,0,0
2327930,100038,-18,12.0,2.0,Active,0,0
2327930,100038,-23,12.0,8.0,Active,0,0
1029269,100039,-57,6.0,4.0,Active,0,0
1496284,100039,-75,4.0,0.0,Active,0,0
1077565,100039,-21,42.0,40.0,Active,0,0
1077565,100039,-23,42.0,42.0,Active,0,0
1077565,100039,-15,8.0,0.0,Active,0,0
1496284,100039,-76,4.0,1.0,Active,0,0
1077565,100039,-16,42.0,35.0,Active,0,0
1077565,100039,-20,42.0,39.0,Active,0,0
1029269,100039,-58,6.0,5.0,Active,0,0
1077565,100039,-14,8.0,0.0,Completed,0,0
1496284,100039,-79,4.0,4.0,Active,0,0
1077565,100039,-19,42.0,38.0,Active,0,0
1029269,100039,-53,6.0,0.0,Completed,0,0
1029269,100039,-55,6.0,2.0,Active,0,0
1029269,100039,-54,6.0,1.0,Active,0,0
1077565,100039,-18,42.0,37.0,Active,0,0
1029269,100039,-59,6.0,6.0,Active,0,0
1077565,100039,-22,42.0,41.0,Active,0,0
1029269,100039,-56,6.0,3.0,Active,0,0
1496284,100039,-77,4.0,2.0,Active,0,0
1077565,100039,-17,42.0,36.0,Active,0,0
1496284,100039,-78,4.0,3.0,Active,0,0
1461368,100040,-17,24.0,7.0,Active,0,0
1461368,100040,-32,24.0,22.0,Active,0,0
1461368,100040,-34,24.0,24.0,Active,0,0
1461368,100040,-26,24.0,16.0,Active,0,0
1461368,100040,-31,24.0,21.0,Active,0,0
1461368,100040,-29,24.0,19.0,Active,0,0
1461368,100040,-33,24.0,23.0,Active,0,0
1461368,100040,-24,24.0,14.0,Active,0,0
1461368,100040,-22,24.0,12.0,Active,0,0
1461368,100040,-23,24.0,13.0,Active,0,0
1461368,100040,-27,24.0,17.0,Active,0,0
1461368,100040,-13,21.0,0.0,Completed,0,0
1461368,100040,-30,24.0,20.0,Active,0,0
1461368,100040,-15,24.0,5.0,Active,0,0
1461368,100040,-28,24.0,18.0,Active,0,0
1461368,100040,-16,24.0,6.0,Active,0,0
1461368,100040,-18,24.0,8.0,Active,0,0
1461368,100040,-14,24.0,4.0,Active,0,0
1461368,100040,-19,24.0,9.0,Active,0,0
1461368,100040,-21,24.0,11.0,Active,0,0
1461368,100040,-20,24.0,10.0,Active,0,0
1461368,100040,-25,24.0,15.0,Active,0,0
1786922,100041,-86,6.0,4.0,Active,0,0
1786922,100041,-87,6.0,5.0,Active,0,0
1786922,100041,-83,6.0,1.0,Active,0,0
1786922,100041,-88,6.0,6.0,Active,0,0
2305060,100041,-42,12.0,5.0,Active,0,0
2305060,100041,-40,12.0,3.0,Active,0,0
2305060,100041,-39,12.0,2.0,Active,0,0
1786922,100041,-82,6.0,0.0,Completed,0,0
2305060,100041,-48,12.0,11.0,Active,0,0
2305060,100041,-41,12.0,4.0,Active,0,0
2305060,100041,-36,12.0,0.0,Completed,0,0
2305060,100041,-46,12.0,9.0,Active,0,0
2305060,100041,-43,12.0,6.0,Active,0,0
1786922,100041,-85,6.0,3.0,Active,0,0
2305060,100041,-37,12.0,0.0,Active,25,0
2305060,100041,-47,12.0,10.0,Active,0,0
2305060,100041,-44,12.0,7.0,Active,0,0
1786922,100041,-84,6.0,2.0,Active,0,0
2305060,100041,-45,12.0,8.0,Active,0,0
2305060,100041,-38,12.0,1.0,Active,0,0
2305060,100041,-49,12.0,12.0,Active,0,0
1125423,100042,-89,10.0,9.0,Active,0,0
2604725,100042,-38,36.0,33.0,Active,0,0
2604725,100042,-33,36.0,28.0,Active,0,0
2535181,100042,-21,1.0,0.0,Completed,0,0
1716930,100042,-50,24.0,18.0,Active,0,0
1716930,100042,-44,12.0,0.0,Completed,0,0
1716930,100042,-55,24.0,23.0,Active,0,0
1643964,100042,-77,11.0,11.0,Active,0,0
2604725,100042,-41,36.0,36.0,Active,0,0
2604725,100042,-26,36.0,21.0,Active,0,0
1643959,100042,-63,8.0,8.0,Active,0,0
1643959,100042,-58,8.0,3.0,Active,0,0
1643964,100042,-75,11.0,9.0,Active,0,0
2604725,100042,-24,17.0,0.0,Completed,0,0
1125423,100042,-87,10.0,7.0,Active,0,0
2604725,100042,-34,36.0,29.0,Active,0,0
1125423,100042,-86,10.0,6.0,Active,0,0
1643959,100042,-57,8.0,1.0,Active,0,0
1125423,100042,-88,10.0,8.0,Active,0,0
1716930,100042,-49,24.0,17.0,Active,0,0
1643959,100042,-62,8.0,7.0,Active,0,0
2604725,100042,-25,36.0,20.0,Active,0,0
1643964,100042,-73,11.0,7.0,Active,0,0
2604725,100042,-36,36.0,31.0,Active,0,0
1125423,100042,-90,10.0,10.0,Active,0,0
1125423,100042,-80,10.0,0.0,Completed,0,0
1643964,100042,-76,11.0,10.0,Active,0,0
1125423,100042,-81,10.0,1.0,Active,0,0
1716930,100042,-53,24.0,21.0,Active,0,0
2604725,100042,-35,36.0,30.0,Active,0,0
1643959,100042,-61,8.0,6.0,Active,0,0
1125423,100042,-84,10.0,4.0,Active,0,0
1643959,100042,-55,8.0,0.0,Completed,0,0
1643959,100042,-59,8.0,4.0,Active,0,0
1125423,100042,-82,10.0,2.0,Active,0,0
1643964,100042,-68,11.0,2.0,Active,0,0
2604725,100042,-39,36.0,34.0,Active,0,0
1716930,100042,-48,24.0,16.0,Active,0,0
1716930,100042,-46,24.0,14.0,Active,0,0
1643964,100042,-66,11.0,0.0,Completed,0,0
1716930,100042,-45,24.0,13.0,Active,0,0
2604725,100042,-40,36.0,35.0,Active,0,0
2604725,100042,-32,36.0,27.0,Active,0,0
2535181,100042,-22,36.0,36.0,Active,0,0
2604725,100042,-37,36.0,32.0,Active,0,0
1716930,100042,-51,24.0,19.0,Active,0,0
1643964,100042,-74,11.0,8.0,Active,0,0
2604725,100042,-28,36.0,23.0,Active,0,0
1643964,100042,-72,11.0,6.0,Active,0,0
1716930,100042,-54,24.0,22.0,Active,0,0
1716930,100042,-47,24.0,15.0,Active,0,0
1643959,100042,-60,8.0,5.0,Active,0,0
1125423,100042,-85,10.0,5.0,Active,0,0
1643964,100042,-67,11.0,1.0,Active,0,0
2604725,100042,-30,36.0,25.0,Active,0,0
1643964,100042,-71,11.0,5.0,Active,0,0
1716930,100042,-52,24.0,20.0,Active,0,0
2604725,100042,-29,36.0,24.0,Active,0,0
1643964,100042,-70,11.0,4.0,Active,0,0
1125423,100042,-83,10.0,3.0,Active,0,0
2604725,100042,-27,36.0,22.0,Active,0,0
2604725,100042,-31,36.0,26.0,Active,0,0
1643964,100042,-69,11.0,3.0,Active,0,0
1716930,100042,-56,12.0,12.0,Active,0,0
1643959,100042,-56,8.0,0.0,Active,0,0
2492683,100043,-25,60.0,44.0,Active,0,0
2492683,100043,-15,26.0,0.0,Active,0,0
2492683,100043,-21,60.0,40.0,Active,0,0
2492683,100043,-38,60.0,58.0,Active,0,0
2492683,100043,-29,60.0,49.0,Active,0,0
2492683,100043,-18,60.0,37.0,Active,0,0
2492683,100043,-39,60.0,59.0,Active,0,0
1185699,100043,-78,8.0,7.0,Active,0,0
2492683,100043,-27,60.0,47.0,Active,0,0
1185699,100043,-76,8.0,5.0,Active,0,0
2492683,100043,-22,60.0,41.0,Active,0,0
